UNITID,F1A13,F1A18,F1B25,I       
183123,630287,13497129,11570882,
183132,957968,25887664,18426427,
183141,2465446,22840744,24820399,
183150,1367996,26355505,15248402,
183257,2814924,6451671,13828964,
183327,89047540,53432393,20963714,
183655,10454796,58626898,55990084,
183743,33813271,140608022,116415480,
183859,62792846,135049733,140434464,
183877,19678097,99926649,58278414,
183938,21299057,94674637,109985483,
183983,,,2015970,
184180,12077653,74164406,69065954,
184205,3884657,52451116,32580669,
184481,19500114,126611436,121722105,
184782,409919973,172741633,240847337,
184791,9000716,43694410,45290638,
184995,10126869,92550016,68932773,
185129,138998412,97696097,138740640,
185262,369592390,165036052,220811483,
185509,11517087,56373909,94210034,
185536,19138323,87374335,116906207,
185590,428065000,298590000,318703000,
185828,201785000,192099000,250050000,
185873,24931295,71554752,81425431,
186034,7771016,58893901,62390062,
186201,277975000,73831000,138002000,
186380,1066870000,2426600000,1892955000,
186469,1052060,17247630,14733787,
186645,9624382,67033503,54458644,
186876,292407978,156793825,153097037,
187046,14493750,48202142,51824458,
187134,423536000,332001000,191461000,
187198,27661817,98835621,133912392,
187222,1067578000,483015000,1821381000,
187444,210366207,261555880,201658982,
187532,67407224,224167940,171335697,
187596,9055667,21224853,12511583,
187620,2530816,51877320,66007554,
187639,2838555,27121632,25067498,
187648,25129062,89711656,70870357,
187666,8027946,49326521,40073983,
187745,12595372,52027416,23484765,
187897,42924667,72621858,72737378,
187903,6535532,73613487,42979846,
187912,6747786,384906067,31063721,
187958,,,26073095,
187967,35167527,232945688,169758815,
187976,,,5886215,
187985,926504606,1454119219,1736753553,
187994,1173005,18168944,15696101,
188003,713984,9583502,14907654,
188021,296453,5428107,7450313,
188030,245310448,436799651,526869026,
188049,,,18198253,
188058,2517745,28994444,27557342,
188100,33054997,72204951,66721570,
188137,32072141,76096635,61322373,
188216,,,13570372,
188225,,,14743888,
188261,1061128,19376336,17903052,
188304,10473369,40619395,43890750,
188438,24991812,19843298,31473966,
189547,38487670,14899135,60194768,
189839,28455586,4182909,50198066,
190035,1161127036,74488326,402925754,
190053,17083526,-738943,19138359,
190169,36847864,-6306793,21449988,
190442,32148224,28337883,43541055,
190512,422018173,-3064205,242141537,
190521,150834234,83372230,245710788,
190530,55114534,30808239,138755119,
190549,332061445,47808992,231185924,
190558,380186899,-139583337,187422941,
190567,629438062,10334508,354374607,
190576,216996129,-9521932,198771694,
190585,95290495,-12181325,97801761,
190594,305727729,109452961,346194973,
190600,367869303,83804207,209493147,
190619,67799808,54934923,157484440,
190628,127692101,9398386,196955603,
190637,183270570,12839970,177353460,
190646,181677097,60544533,110117277,
190655,107958544,-8306631,165215440,
190664,363700189,46108865,284668865,
190673,25677522,23382794,137451836,
190682,67422672,4979868,25690458,
190691,120312659,27521058,115349808,
190840,78429287,1956148,68978671,
191083,64044042,-6706447,128592852,
191126,76819149,102498571,186761913,
191199,15694794,33439908,63298347,
191302,13909876,11083486,24441326,
191339,14389692,31654017,46927531,
191612,37097829,10352910,39845298,
191719,147242121,32785536,125987889,
191986,51535807,37819227,40698346,
192022,32158896,5675338,39279750,
193122,,,1312696,
193283,53221252,16747124,75237418,
193326,111745916,66862085,159588925,
193478,443296657,-253681995,202794493,
193946,65963272,-8461771,59272374,
194028,3235757,4108736,18907979,
194222,117030609,21234679,91952886,
194240,128499095,1791575,64754715,
194259,,,315005,
195058,81529270,-6822113,63956010,
195322,40790590,-1222110,35074091,
195827,1387421940,-683204289,172681624,
195988,21825296,912350,23509989,
196006,93879598,17006139,78022172,
196015,93049314,6319014,56534815,
196024,83683672,15310175,57508908,
196033,80710321,15222387,63708248,
196042,175997410,-8174778,104236889,
196051,97955967,17334962,77926291,
196060,535756225,98801483,674224216,
196079,606314233,141586512,396571418,
196088,1099144049,-57724356,882748590,
196097,1769595819,351554174,1860703338,
196103,108104663,-3084422,73929441,
196112,126566734,-44828114,54337230,
196121,217932216,-662891,153166283,
196130,250307648,12123373,233786549,
196149,200451745,19512349,140268980,
196158,173007275,33230853,124545960,
196167,184666721,30007118,115350384,
196176,257152015,1055643,155091803,
196185,182566183,26747139,135370296,
196194,258972108,33218757,162782454,
196200,134387593,-5173693,101934135,
196219,161888341,40794375,112552507,
196228,57765634,68750350,41686724,
196237,157991056,598202,75400456,
196246,161139304,7922976,129261666,
196255,804508694,-75987701,879906445,
196264,83253862,-6918307,109302295,
196291,96022015,8408767,53125719,
196307,840130878,-32070857,768490769,
196565,42736077,15403526,44156243,
196699,37866843,-12116710,32387034,
197027,,,78491182,
197036,,,359335600,
197294,178670798,31821210,136306609,
197814,1463642,41282162,26650583,
197850,1485393,22497073,23324719,
197869,240866324,364325076,354555349,
197887,5035658,74055878,56596020,
197966,968105,17008527,18938682,
198011,823938,9294396,15644763,
198039,1360693,30941744,40203229,
198084,846745,45341670,20875825,
198118,2483429,40296639,39621862,
198154,4681224,117855247,70370524,
198206,1447753,26001842,17369759,
198233,3689173,47371437,46945515,
198251,4150558,40420145,45601424,
198260,22679699,287293320,163052955,
198321,2403714,23274392,30413375,
198330,2253850,34768258,37440498,
198367,2136604,38030198,28398363,
198376,3448252,36184590,37619916,
198455,2784159,44797882,42202764,
198464,292414853,801748653,762201830,
198491,2350092,19949705,25991211,
198507,28957049,119840256,94023152,
198534,4572180,91385718,91384022,
198543,14157620,121275634,119868550,
198552,5508499,69932962,75697517,
198570,4144954,68045536,61669865,
198622,5154422,176743441,114701187,
198640,1094074,15945842,18033305,
198668,1372527,33623405,23498877,
198710,1693753,35151792,26588497,
198729,1163868,10764518,15285052,
198774,4949248,51881645,40775193,
198817,2008420,34632747,33775573,
198905,465567,9831881,10118446,
198914,946110,15111665,17062340,
198923,1508777,9643345,15409486,
198987,1852929,39590609,28361269,
199023,533196,8271752,9646771,
199087,2277364,21294661,26245393,
199102,39642819,358793914,258526605,
199111,30651408,164542040,103794864,
199120,2791887593,3711597694,2609404892,
199139,249074908,730472395,468012859,
199148,193338972,581980413,402404345,
199157,112378405,220037068,186744222,
199175,14212117,138485432,295356195,
199184,13715026,106903298,50718996,
199193,680405650,1514253038,1223520099,
199218,262754668,351039403,261158011,
199263,367249,8824375,6464343,
199281,41634935,112694195,120241945,
199324,1879015,14668247,24728225,
199333,3178073,52224282,60568962,
199421,1764222,25347823,24051296,
199449,1565564,19847961,19045634,
199467,747396,8458585,9885091,
199476,1751286,25671923,31902801,
199485,818531,20380407,21050178,
199494,27070298,50920214,57154088,
199625,1312918,15956483,16313442,
199634,10947109,54752730,40317304,
199722,2256035,17533904,26002035,
199731,2014032,27679858,23070984,
199740,2021291,12494464,23575190,
199768,1780016,28718508,30748746,
199786,1462944,33140095,36407746,
199795,589061,8546818,11812854,
199838,2465556,33899997,37917023,
199856,8206962,155199520,123766439,
199892,1541011,33903506,30780005,
199908,1492846,18162081,30560291,
199926,3232328,31901874,32958694,
199953,827085,14426845,20802619,
199999,79881961,121411044,140651599,
200004,110460998,311589894,188303834,
200022,11239160,31785203,41286965,
200059,3040748,46942337,42013090,
200086,1976545,8631825,8739949,
200192,2868124,6595987,12918473,
200208,398219,12637307,12722718,
200226,15127649,11493176,17992503,
200253,23991644,74676380,60825294,
200280,149385150,351910110,386445654,
200305,4191985,31026431,44019825,
200314,769531,5947167,8080079,
200332,181335589,227903766,369482902,
200341,2000636,15867678,13034122,
200466,2251061,21977462,13549047,
200572,5396977,10592865,20024483,
200800,537327189,463598042,482198051,
200828,,,718609,
201034,,,3717430,
201098,,,2063909,
201131,,,2951651,
201159,,,1775375,
201283,1071799,18383783,19793362,
201441,202867522,388259563,386071722,
201478,,,2709568,
201496,,,6720874,
201539,,,3139498,
201672,8520723,43077634,35824877,
201690,19023972,77255079,64389207,
201803,,,1309549,
201885,1411498214,1684249570,1013824222,
201928,61284485,62562971,87525927,
201946,,,28042056,
201955,,,37962827,
201973,14195070,34912648,32374598,
202134,274208820,337059117,298814761,
202152,,,7934176,
202222,42082780,283632615,227172850,
202356,317379581,281398214,311935825,
202648,9838478,16886609,19838642,
202657,,,3859603,
202949,,,7731630,
202985,,,742034,
203030,,,2542507,
203155,14941003,47762935,65630958,
203331,2316370,14462784,14710029,
203447,,,14850380,
203456,,,7449683,
203465,,,32595805,
203474,,,17545667,
203483,,,19161329,
203492,,,11648970,
203517,408766000,588301000,523220665,
203526,,,9972821,
203599,33943047,39111274,67674532,
203614,,,3279152,
203678,7887729,35985980,32934126,
203748,25656253,139399461,109671506,
203881,2893427,7140066,17960674,
203942,,,1448988,
204006,,,27914205,
204015,,,23157816,
204024,299868012,776158027,526676967,
204158,,,5335847,
204255,3537353,23756668,29800175,
204422,4938328,20703774,25212883,
204440,4921105,23837612,29623962,
204459,,,1502734,
204477,8380038,79100865,54100667,
204662,451070,27709146,11639298,
204671,1294922,11479351,15060205,
204680,1465101,34187397,17567930,
204699,1613090,39284801,19947482,
204705,2282819,42268330,24831430,
204796,2353001121,4565701687,4647037720,
204802,,,7097941,
204820,,,17796665,
204839,,,16703801,
204848,,,15561619,
204857,289006480,629630303,569073682,
204866,,,14608575,
204945,47413227,107453141,138448704,
204981,,,1417996,
205443,27196975,88543289,60937242,
205470,32669869,281073164,183822064,
205841,8701689,81447224,97974560,
205966,7667145,22776622,33467604,
206011,3399162,28769541,23828377,
206084,479522045,565343927,835591422,
206172,,,1301532,
206181,,,1518428,
206321,,,2571168,
206446,3807359,18960531,20935808,
206604,125015456,371506140,392537837,
206613,,,9510611,
206695,100859380,203356967,220383156,
206905,,,5338566,
206914,36219153,64035473,64819370,
206923,9099882,19936647,24756387,
206941,95108355,100015488,171634905,
206996,9311030,17280343,22450630,
207041,31942025,54002622,71621357,
207050,15048264,11372811,25711587,
207069,21515500,7550790,16877171,
207209,34812503,87003252,70419990,
207236,13720877,18021379,24506982,
207263,72165999,159630696,109033510,
207281,17725277,22379757,49580308,
207290,9678421,27291771,25086014,
207306,10274579,23602745,29783124,
207315,37263113,57221260,134686737,
207342,287879000,742050000,781059000,
207351,15076994,14303437,21526754,
207388,663483786,804236935,900446787,
207397,12287338,37777583,43899420,
207449,38903629,64344559,84120536,
207500,976763000,738132000,805264000,
207564,17470768,35046980,40127627,
207661,35177494,32559111,44216881,
207670,19407673,39972680,57270745,
207722,10583034,14115564,20755739,
207740,22951742,2721116,18505252,
207847,39090860,23686586,55563341,
207865,25177015,54301695,68623139,
207935,55742248,104529578,135074208,
208026,,,2278562,
208035,5486738,17738721,15785130,
208053,,,6320987,
208275,17866266,25551222,34730234,
208318,67906882,61562315,58993991,
208390,149860857,157087757,164499879,
208406,97694582,36871576,84371733,
208415,34795428,21716798,20032280,
208646,55237874,20382530,53838610,
209038,114111332,113721925,181371263,
209074,55239432,43005395,86374583,
209250,85111000,35415000,112233000,
209445,488987098,39297514,26889263,
209490,1063141000,1695674000,1936178000,
209506,62228862,32306939,58212789,
209542,544759794,502896344,749060875,
209551,735207397,533659014,759583103,
209746,460658649,254832190,341255164,
209807,393221394,208588926,428343419,
209940,46787135,24071612,66357952,
210146,67437447,38999642,83521635,
210155,45179788,16704640,39254082,
210234,20644651,8315216,42937576,
210270,15246106,20304928,50837405,
210429,100355119,37662866,93129131,
210605,71931546,85693572,142716154,
211079,36966250,7026255,31946168,
211158,162983351,56546651,157548478,
211307,65205172,53702258,93718851,
211343,34583876,23763189,35625808,
211361,155921748,6164199,134942774,
211608,50409182,-5309780,47131164,
211644,84414385,15390905,108835421,
211927,86294739,64979720,92098737,
212115,129256952,35752232,119005512,
212160,118871825,12609659,108591876,
212878,114148171,114755035,182406182,
213020,193435956,19608416,235261581,
213349,247080146,97258458,170609397,
213525,35389752,37653075,59741011,
213613,71884767,45031953,88522910,
213659,21378802,49721974,70375238,
213783,66735699,10696961,64994366,
214041,132615589,68159513,140750956,
214111,82484414,76596228,99328453,
214379,38053756,58946985,91605078,
214661,38886122,40946302,36371019,
215239,152722848,84377130,153362767,
215585,28978405,42822082,46872389,
215886,,,2174735,
216010,122398213,67068716,129547032,
216038,121040532,55938311,140834949,
216296,3928760,3093906,18362078,
216764,197245676,122901794,220076363,
216825,28553379,23539589,62597606,
217420,68108141,66639199,129518100,
217475,20998993,52833542,112684121,
217484,347628597,339169676,458502534,
217615,3664034,30368748,23923143,
217712,5454880,24559406,23619536,
217819,236560472,226799252,219035593,
217837,1252660,11108678,10314264,
217864,67066377,110158876,95129615,
217882,228940322,852177648,736371500,
217989,1597205,9238038,14628782,
218025,26213657,37850855,50811016,
218061,18877152,74778772,58271227,
218113,58996485,82543983,117057046,
218140,7095371,69325798,58752719,
218229,20545570,54825126,46297784,
218335,318094651,518438681,617751707,
218353,31563446,100980538,107372716,
218487,2588051,26193441,28773239,
218520,4733031,38310268,46479319,
218645,45448787,48723191,43160462,
218654,1593028,42571509,19112369,
218663,469429193,893026940,820989069,
218672,873970,15003250,13043120,
218681,468010,5215095,8543516,
218690,794308,11109390,11051899,
218706,230297,4063266,3973527,
218724,111073344,138823281,149245025,
218733,95938750,64309712,127613906,
218742,51570629,43663000,68613872,
218830,14617104,39750716,56818778,
218858,10515851,35583679,36694045,
218885,12591147,52150196,58583887,
218894,23757044,104914529,122275918,
218955,1234387,4879217,7591205,
218964,94804897,84120340,109937473,
218991,5750709,44147736,43468103,
219046,25178668,45566631,46220283,
219082,14226010,15697604,34909559,
219143,2507408,24411776,22090124,
219189,1300109,14366831,13477817,
219259,15473483,26924331,36085162,
219277,7726018,52554184,41390549,
219347,35619904,51387237,85108008,
219356,109461023,229771950,288512618,
219408,906317,11752612,7880559,
219426,1958978,24654652,28319020,
219471,120989512,173524476,183662936,
219480,1246772,14896589,15289258,
219596,,,2788102,
219602,60750819,142802837,132271311,
219824,11295019,48733248,79886035,
219879,5036267,11806162,27400399,
219888,6161017,30612336,35835815,
219921,,,2377599,
219994,,,7220626,
220057,3193148,30128256,31119354,
220075,178472986,202233449,305270020,
220127,,,4799148,
220251,,,3360791,
220279,,,3968325,
220321,,,4946555,
220394,,,3596400,
220400,11151660,18387970,34759530,
220640,,,4579428,
220756,,,3636533,
220853,,,9374138,
220862,173365235,357710101,425445779,
220978,224720216,241841710,365666307,
221050,,,8350446,
221096,6646325,39646076,28053770,
221102,,,4334306,
221184,12401943,68666042,76786622,
221236,,,2972148,
221281,,,4165064,
221333,,,6515415,
221388,,,2732960,
221397,9765689,46595057,49968751,
221430,,,3846149,
221485,17577181,124913537,110171608,
221494,,,10975164,
221582,,,4571526,
221591,,,5044607,
221607,,,3445018,
221616,,,7112551,
221625,,,7102406,
221634,,,2787399,
221643,12624177,69068015,76856592,
221740,72820259,171006934,166950716,
221759,830132644,2003844020,1632816130,
221768,93820345,90552964,116482341,
221838,69279412,181027115,182593541,
221847,58188822,116125064,154186622,
221908,7522580,53499678,40528432,
222053,12040132,51701240,51928443,
222062,11214044,63128029,60530726,
222497,670106181,277330848,84244967,
222567,23596125,20799348,38319135,
222576,78749794,99197660,88883466,
222822,30549938,32531088,35579199,
222831,98651402,186213877,112083581,
222992,366433123,97204483,276692286,
223214,66152025,402862147,394037559,
223320,10636425,13191207,32801412,
223427,73067140,81401799,87141518,
223506,45701157,35942913,32119219,
223524,70848908,40255097,56364664,
223773,59437645,36143822,38821835,
223816,30410999,171757833,135846927,
223898,17878134,11162186,20636284,
223922,8450259,14858349,9712949,
224110,13517401,37101560,41756113,
224147,54789988,192751068,198572914,
224253,60193960,173649066,52134423,
224350,145368694,76830100,116919269,
224545,7214654,45506808,32503685,
224554,59464278,157198399,158604322,
224572,74708450,36487243,58464096,
224615,83835866,27428898,73948706,
224642,126396582,111512628,175032116,
224891,6150892,13257759,10055691,
224961,5501164,23450003,24191818,
225070,66073202,36535516,40392488,
225308,5607063,41582275,43170315,
225371,9392047,24397620,25215903,
225414,63058618,75876790,95408129,
225423,715109661,267544695,386210627,
225432,90026998,95492696,136754211,
225502,61134421,25730351,43315153,
225511,778157266,832798682,818972585,
225520,29682149,33143569,34630803,
226019,12036721,62872234,52452531,
226091,65187221,227847857,207761292,
226107,5105706,38013106,24262883,
226116,5329578,25478183,24433746,
226134,119134486,36410728,81754728,
226152,20751340,179823210,101083342,
226204,43631575,37909438,59127244,
226408,10714249,24679213,49712500,
226578,120320046,42528067,75758570,
226806,60125772,75868607,60267025,
226833,125036888,89138120,88902229,
226930,62325277,27223741,44473281,
227146,49686330,36436051,67042503,
227182,712814688,223686560,328331922,
227191,76019585,63511224,56626140,
227216,513038715,513293260,549131274,
227225,23300305,11039414,25858311,
227304,29720791,30390244,43888163,
227368,71917808,291974085,278095165,
227377,159544630,229398573,200485860,
227386,11679421,18383028,19578118,
227401,22786090,29145106,35898210,
227526,72546469,383244765,192033684,
227687,1941419,3203527,6391763,
227766,94762608,55553758,86261981,
227854,,,81430574,
227881,88339236,428287313,274938258,
227924,,,155103695,
227979,308421330,198304118,192463534,
228158,9591522,48195377,64208030,
228316,16674530,16093189,40991011,
228431,286063315,131921291,205180616,
228459,190179562,914178843,520860667,
228501,12302634,82382308,56567416,
228529,53287268,177670185,151920789,
228547,99349951,870543286,357433940,
228608,40865601,22094635,41435935,
228635,275472320,3069081200,1961667783,
228644,152971641,1210414394,796790480,
228653,313437585,1445950573,1711514446,
228671,1183747,14659067,16686600,
228680,45532190,38528735,83579222,
228699,4405903,33685645,28111520,
228705,52430961,155174425,159044564,
228714,16597914,106052858,104721692,
228723,715080890,2318675406,2193709672,
228732,5364695985,-590337177,449475565,
228769,125629734,801267113,459515221,
228778,689585006,6258671820,2874206699,
228787,105400594,904147506,482873027,
228796,99249694,733800737,502680014,
228802,24478883,267345229,113481934,
228909,113133335,163038258,218764490,
229018,30617875,227431168,117841305,
229027,162225366,924341797,502630258,
229063,181797302,146873857,222113186,
229090,15606505651,16883858129,3393225294,
229115,564215622,910244754,752674758,
229179,151729088,328733933,191541316,
229300,174223290,1211392648,1087230724,
229319,23922361,28603586,53381615,
229328,14582221,14514037,28349248,
229337,245241161,655010941,672817207,
229355,102474919,72816748,79819078,
229407,746647008,152844430,56902666,
229504,13158027,15509338,22355312,
229540,24164980,37900255,43388221,
229799,13883842,45727366,42353604,
229814,72676260,163970586,142360260,
229832,15595723,13560286,20043520,
229841,16079559,43610058,42421478,
230010,,,8414129,
230092,5397150,64302148,34073583,
230162,1564206,35120776,19733438,
230171,10776804,112269800,78812292,
230490,,,18033738,
230597,4935871,110540522,56812042,
230603,34175214,147135304,104666183,
230676,1017985,32975000,36752137,
230728,221882507,720347202,485335959,
230737,48663013,264340312,242402763,
230746,36030433,256570464,189532223,
230764,850175000,3131472000,2871535000,
230782,49711361,329928265,207442366,
230834,,,41511510,
230861,,,34642869,
230913,,,32244997,
230931,,,31273673,
231156,180102242,71232579,2263831,
231165,,,38720138,
231174,643435000,466028000,606166000,
231536,3895993,25936183,28185482,
231624,249586164,429821460,323703667,
231688,,,143454,
231697,4205495,15848673,21729634,
231712,163709179,198758383,138740671,
231873,1045772,7540054,9596709,
231882,3738059,26405891,24808112,
232052,811826,8813659,7987312,
232186,705864973,509355641,659817474,
232195,4926309,27800524,29891344,
232414,15990810,64487476,67109146,
232423,308987466,562331954,410113858,
232450,5667897,58484829,44072194,
232566,94022642,167421096,118466047,
232575,4987177,34565341,33375274,
232681,61080682,134081994,96934379,
232788,2020239,20905289,23077584,
232867,3387597,15774225,25690882,
232937,73288856,126244135,146703202,
232946,64024262,242170010,252598878,
232982,351889338,323302103,355381396,
233019,3279351,18445526,24415147,
233037,1917286,10312435,11232595,
233116,4733607,27126388,32013446,
233277,48411593,208082132,168974812,
233310,3266676,9253980,16858751,
233338,3649367,26448838,29976859,
233639,4233492,12046859,31604011,
233648,3170113,28252747,27642994,
233754,12826732,59054053,55994659,
233772,85038812,187972465,193927900,
233897,51359873,131046821,69722345,
233903,1953223,8139379,16125357,
233921,605351706,1048659342,1112486619,
233949,5889537,25214671,37826056,
234030,557927359,672535338,841889221,
234076,1490896523,5226714331,2741970085,
234085,27899500,227760130,83289223,
234155,90245783,130776266,131758039,
234225,,,569669,
234359,,,15489374,
234377,3914846,18406589,24584003,
234669,28207325,176798841,111460877,
234696,30638700,41491546,27311934,
234711,6981525,35684001,28881419,
234827,135826047,338340589,208197968,
234845,3622065,61619486,32857257,
234933,13776596,118781598,106290384,
234951,20626220,65442331,56253837,
234979,14644717,83133284,72028691,
235097,63551233,297722781,188975047,
235103,24792679,98039380,95048949,
235149,31686100,121280924,83736254,
235167,33449730,190136969,100480040,
235237,12550579,90626032,68974263,
235334,3465042,49393098,30253590,
235343,53953567,101126485,82608845,
235431,19866983,64158423,75509623,
235671,8980236,34449375,44250781,
235699,3578355,56459387,47716365,
235750,4986082,57823713,43651060,
236072,32990399,32549311,58269958,
236188,9642265,110359730,75040513,
236258,3725525,55794391,36968262,
236382,4663014,47524934,35562809,
236504,4396558,59345560,54257800,
236513,17587748,89700111,94934134,
236610,21661596,49224052,61911175,
236638,10968085,74858373,58407504,
236656,10700112,118586518,74868007,
236692,11968122,97701125,91158033,
236708,13576321,78689034,112156071,
236753,13238069,80766125,64965324,
236887,6756209,48536430,51402354,
236939,535262931,1549607910,884391032,
236948,1806645501,5193668773,3966533018,
236975,9393529,24035041,33725001,
237011,119831904,409788893,265337451,
237039,5795655,70700295,39701838,
237109,4378072,100725429,54871373,
237215,4246166,15721901,23199009,
237242,,,1985547,
237330,14728780,45887238,43217363,
237367,77596771,61937745,68262574,
237385,35468226,26121446,25272855,
237473,,,5575229,
237491,,,384828,
237525,141479588,312580880,260882785,
237561,,,2418475,
237686,9512480,16736441,29708219,
237729,,,1494484,
237792,60994866,81278295,60779722,
237817,5831815,26278838,21639633,
237844,,,2776434,
237880,16141088,82695561,40811535,
237899,16966520,21534459,55393673,
237932,22225749,34302303,36897060,
238014,2863827,34108881,21918780,
238032,620526969,742172953,889969297,
238263,93830067,89102825,219861253,
238397,21706705,25966193,42853806,
238722,75228253,53491926,131263540,
238759,42064881,40656521,99429679,
239008,24130368,13584987,42492064,
239220,28209672,13198771,39391420,
239248,,,265513932,
239372,33704069,43876322,63793309,
239442,12793340,17271759,29471145,
239460,31733373,49211421,60493255,
239488,56527665,66813107,119609992,
239910,46028835,12774721,35336287,
240055,10218912,46230104,109278927,
240116,26567544,46993064,69306786,
240125,43104704,72350271,96461286,
240170,61998750,30959266,67589678,
240189,93087499,185695659,156009323,
240198,21204180,26253162,59457559,
240268,31564382,162909152,156356879,
240277,19622544,127553649,83105433,
240329,55843792,208592733,168529683,
240365,73825766,177648466,191977096,
240374,59781495,91805174,86324687,
240417,53174667,156170580,141861470,
240426,27921768,81448323,68510847,
240435,17523039,99301470,90901204,
240444,911233441,2755876968,2472729313,
240453,99040411,495796570,510321057,
240462,77047508,122835131,107499434,
240471,41819971,114882396,97932543,
240480,85077976,152914936,155970950,
240505,42897115,51329768,52914524,
240514,8487604,35202836,31425093,
240596,3319719,17335799,17434551,
240620,33099010,59954436,52737200,
240657,13260478,32665810,30600548,
240666,21742179,65090918,38907231,
240693,12248111,76127269,32820158,
240727,164132382,824567517,462242252,
240736,6488792,5249029,19642024,
240745,5312816,26578064,33853434,
240754,26665792,88925179,90718140,
240790,2966971,16583295,17183337,
241720,,,12381567,
241766,9913885,75995121,25008637,
241951,1437777,10396261,7189122,
242042,,,4479319,
242556,,,3921102,
242565,,,3352379,
242583,,,3082736,
243106,5569786,3684957,35259842,
243115,20547691,0,48643515,
243133,63184677,753300,54587213,
243142,29218211,394068,37657136,
243151,52347172,0,51233142,
243160,183113992,358962193,235787777,
243179,41235101,0,68772410,
243188,27181140,2507009,21088166,
243197,161982878,0,270754294,
243203,193044325,919561,245321654,
243212,17127916,872160,38548685,
243221,261532519,0,312819896,
243638,4922740,22579329,25175515,
243647,1449158,4397851,12784606,
243665,55933975,72901838,89285107,
243780,1042745369,2827283691,1745212373,
243799,,,666724,
244437,98730632,91382010,166826230,
244446,2638922,31861328,37910880,
245625,1529865,14385695,12285651,
245999,,,52197419,
246017,,,17357002,
246071,,,1084240,
246354,,,55507221,
246813,2615457,36234944,49263180,
247083,3240841,-1097124,2488618,
247603,3164669,38498594,32075024,
247737,250632,5666994,62615821,
247834,75068056,369214446,157828444,
247940,,,30837722,
248606,,,16730779,
248624,,,4903563,
248633,,,535375,
248776,859133,18406569,22244100,
248925,,,8878305,
250993,,,4258806,
251260,27815801,74432745,41127112,
260336,,,213269,
260363,,,709990,
260372,885885,8748428,7080253,
260381,28266256,45656480,112676783,
261375,,,55049874,
261773,,,1437741,
262031,47721982,47318283,50229767,
262129,41592067,60984441,32338485,
363165,,,34380919,
363563,52960050,95918840,97724979,
363633,1112585,17848218,17197890,
364016,,,49180954,
364025,,,57395245,
364548,,,10475365,
364575,,,3275882,
364618,,,1506827,
364627,,,11198289,
364636,,,1357106,
364946,,,9609863,
364964,,,1103348,
365198,,,8021574,
365213,,,12099227,
365240,,,1466633,
365374,,,24179478,
365383,,,1597796,
365480,,,14947514,
365763,,,502881,
366340,2393925,13716802,11801163,
366395,284993870,-85219039,212377251,
366401,236247137,42300963,65775447,
366447,1065111,11339512,15127921,
366465,909355,17084775,18487230,
366623,,,840379,
366632,,,811026,
366711,104506126,211200514,138884322,
367459,23842837,34408722,48765953,
367875,,,2037202,
367972,,,1721828,
368160,,,977892,
368364,,,3854784,
368407,,,1214736,
368647,,,465891,
368799,,,3299150,
368911,1595341,23525213,19381945,
369109,,,1052597,
369419,,,9822012,
369668,,,4114702,
371690,,,6153979,
372082,,,13072407,
373711,,,702486,
374112,,,909958,
374592,,,987975,
375373,,,2193568,
375407,,,1643428,
375568,,,365539,
375656,,,2567886,
375683,,,13720309,
375692,,,28371378,
375966,,,3431896,
376695,2855701,16958641,15043101,
377485,,,114269,
379621,,,625911,
380359,393626,9642692,10023478,
380368,7420000,21781000,12936000,
380377,1627543,13915649,17199921,
381529,,,7826214,
382258,,,7358674,
382416,,,737499,
383084,,,34438167,
383190,3185550,22795674,47112389,
383312,,,1954650,
383330,,,1699777,
383367,,,2853798,
383525,,,1547000,
383996,848692,5294459,6400548,
384333,,,45242751,
384342,112974094,49013810,42163870,
389860,,,3150853,
390905,,,3013759,
391333,,,1333609,
395362,22530789,22584287,19841747,
399212,,,58383001,
403469,,,11103021,
403478,,,11227081,
403487,,,12753536,
404426,18475568,22182275,23563480,
404480,17839593,56432791,75126241,
405872,9530463,-1772901,30952941,
406325,,,2401463,
406361,,,906084,
406422,,,1500447,
407452,,,1207688,
407489,,,892939,
407504,,,3531939,
407513,,,5447043,
407522,,,377086,
407577,,,2372970,
407595,,,3910561,
407832,,,3615675,
408394,9180163,12765470,19684155,
409120,,,2452437,
409315,83956726,229691712,185373929,
409379,5257997,13642636,34220843,
409537,,,644465,
409591,,,2324016,
409698,88368171,279982892,93444710,
412535,,,456300,
413176,,,275771,
413626,2034700,7743389,5845126,
413802,227877,941745,2048120,
414911,4717764,9390484,14381426,
416801,,,5782091,
417105,,,13316158,
417123,,,4845226,
417150,,,590371,
417178,,,1280430,
417187,,,593270,
417211,,,114786,
417248,,,1618052,
417257,,,574624,
417275,,,323181,
417442,,,1667150,
417628,,,1481656,
417637,,,1480900,
417646,,,261707,
417655,,,994084,
417673,,,445183,
417682,,,331918,
417716,,,1705988,
417831,,,2130575,
417868,,,333887,
417886,,,1010987,
417910,,,3951488,
417947,,,312422,
417983,,,644688,
417992,,,709042,
418001,,,1797922,
418010,,,504553,
418029,,,840700,
418038,,,1843025,
418056,,,1092158,
418065,,,3760854,
418083,,,930386,
418199,,,1527663,
418205,,,2678939,
418223,,,1032556,
418250,,,9381329,
418278,,,1127773,
418287,,,11128587,
418296,,,11038579,
418302,,,10853190,
418320,,,10745666,
418339,,,21083004,
418348,,,10325034,
418357,,,3563859,
418409,,,1094255,
418427,,,1898026,
418445,,,559509,
418454,,,7398953,
