UNITID,EFYTOTLT
165060,329
165060,329
165112,16545
165112,16545
165149,24
165149,24
165167,6890
165167,1925
165167,4965
165194,6668
165194,6668
165255,245
165255,245
165264,761
165264,761
165334,3850
165334,2508
165334,1342
165495,19
165495,19
165529,3923
165529,3429
165529,494
165556,1436
165556,1436
165574,1561
165574,1561
165608,84
165608,84
165635,277
165635,277
165644,1294
165644,1018
165644,276
165662,4631
165662,3749
165662,882
165671,2933
165671,2507
165671,426
165680,132
165680,132
165699,7713
165699,2474
165699,5239
165705,101
165705,101
165750,166
165750,166
165802,1992
165802,1992
165820,11855
165820,4919
165820,6936
165866,10487
165866,4876
165866,5611
165884,678
165884,678
165936,2027
165936,1679
165936,348
165945,2529
165945,2529
165981,3391
165981,3391
166009,180
166009,180
166018,1523
166018,1523
166027,34412
166027,14317
166027,20095
166045,265
166045,10
166045,255
166054,387
166054,151
166054,236
166063,72
166063,72
166124,2967
166124,2967
166133,9937
166133,9937
166276,424
166276,424
166294,110
166294,110
166319,106
166319,106
166328,73
166328,73
166391,1776
166391,1579
166391,197
166407,404
166407,404
166452,9061
166452,2311
166452,6750
166489,247
166489,50
166489,197
166498,158
166498,158
166513,17355
166513,13205
166513,4150
166586,72
166586,72
166595,131
166595,131
166601,300
166601,300
166629,31244
166629,24015
166629,7229
166638,19797
166638,14649
166638,5148
166647,8152
166647,8152
166656,4410
166656,1413
166656,2997
166674,3322
166674,3087
166674,235
166683,10979
166683,4361
166683,6618
166692,1407
166692,1311
166692,96
166708,1139
166708,1139
166717,458
166717,458
166805,138
166805,138
166823,11412
166823,11412
166850,2845
166850,2696
166850,149
166869,1409
166869,318
166869,1091
166887,12919
166887,12919
166911,354
166911,354
166939,2616
166939,2497
166939,119
166948,1548
166948,1537
166948,11
166957,6790
166957,6790
166975,402
166975,402
166984,837
166984,695
166984,142
167020,1170
167020,1170
167039,34
167039,34
167057,805
167057,412
167057,393
167093,482
167093,482
167181,218
167181,218
167215,1132
167215,1132
167224,156
167224,156
167251,1118
167251,1118
167260,1943
167260,1541
167260,402
167288,2582
167288,1962
167288,620
167297,158
167297,158
167312,11372
167312,11372
167321,2211
167321,2211
167358,34466
167358,22395
167358,12071
167376,9926
167376,9926
167394,1653
167394,1169
167394,484
167455,504
167455,457
167455,47
167464,56
167464,56
167525,7343
167525,7343
167534,11456
167534,11456
167543,1081
167543,1081
167598,2121
167598,1253
167598,868
167631,4004
167631,4004
167677,227
167677,85
167677,142
167729,14886
167729,9665
167729,5221
167738,1899
167738,1899
167783,6263
167783,2000
167783,4263
167792,453
167792,453
167835,3275
167835,2723
167835,552
167871,141
167871,141
167899,6078
167899,4224
167899,1854
167905,9410
167905,9410
167987,10548
167987,8822
167987,1726
167996,2522
167996,2522
168005,10656
168005,6501
168005,4155
168032,80
168032,80
168148,11200
168148,5613
168148,5587
168218,2546
168218,2546
168227,4045
168227,3900
168227,145
168254,4114
168254,2956
168254,1158
168263,6679
168263,5642
168263,1037
168281,1675
168281,1675
168290,1205
168290,808
168290,397
168342,2259
168342,2203
168342,56
168421,5320
168421,3537
168421,1783
168430,9360
168430,6370
168430,2990
168519,29
168519,29
168528,1670
168528,1670
168546,1758
168546,1758
168555,94
168555,94
168573,963
168573,963
168591,1472
168591,1472
168607,2791
168607,2791
168740,4336
168740,2251
168740,2085
168786,2472
168786,2088
168786,384
168838,4828
168838,4823
168838,5
168847,10542
168847,10527
168847,15
168883,3119
168883,3119
168892,147
168892,147
169080,4484
169080,4264
169080,220
169099,280
169099,280
169187,453
169187,453
169220,115
169220,115
169248,32603
169248,22687
169248,9916
169275,17820
169275,17820
169284,1009
169284,1009
169327,959
169327,801
169327,158
169363,934
169363,489
169363,445
169424,157
169424,157
169442,1473
169442,1446
169442,27
169479,16067
169479,13725
169479,2342
169503,362
169503,362
169521,17115
169521,17115
169567,276
169567,276
169576,212
169576,212
169628,969
169628,969
169655,1584
169655,1584
169716,6495
169716,3699
169716,2796
169734,563
169734,563
169761,660
169761,660
169798,28067
169798,21024
169798,7043
169910,16238
169910,14613
169910,1625
169947,83
169947,83
169974,2671
169974,2671
169983,2879
169983,2282
169983,597
169992,1528
169992,1528
170000,198
170000,198
170037,3407
170037,2454
170037,953
170046,1838
170046,1838
170055,24614
170055,24614
170082,28876
170082,23084
170082,5792
170091,273
170091,273
170240,25569
170240,25569
170301,3491
170301,3491
170417,1794
170417,1794
170444,11130
170444,11130
170514,156
170514,156
170532,1399
170532,1399
170541,18322
170541,18322
170550,14648
170550,14648
170587,2917
170587,2917
170611,261
170611,261
170620,6361
170620,6361
170639,2978
170639,2943
170639,35
170657,30822
170657,30822
170675,5264
170675,3443
170675,1821
170736,112
170736,112
170790,35387
170790,35387
170806,6430
170806,4139
170806,2291
170842,3586
170842,1037
170842,2549
170967,1140
170967,1122
170967,18
170976,43848
170976,27002
170976,16846
171012,350
171012,350
171100,51428
171100,37989
171100,13439
171128,7784
171128,6225
171128,1559
171137,10810
171137,8496
171137,2314
171146,9579
171146,7929
171146,1650
171155,7247
171155,7247
171225,6508
171225,6508
171234,3292
171234,3292
171261,108
171261,108
171298,8182
171298,8163
171298,19
171304,7130
171304,7130
171313,2131
171313,2131
171322,2715
171322,2715
171395,4510
171395,4510
171456,11514
171456,10243
171456,1271
171465,68
171465,68
171483,6390
171483,6390
171492,4634
171492,4176
171492,458
171535,43862
171535,43862
171571,23238
171571,18446
171571,4792
171599,1264
171599,1204
171599,60
171775,152
171775,152
171881,367
171881,364
171881,3
171988,412
171988,412
171997,276
171997,276
172015,410
172015,410
172033,507
172033,304
172033,203
172051,12766
172051,10394
172051,2372
172200,20905
172200,20905
172264,3115
172264,2623
172264,492
172291,6541
172291,6541
172307,4202
172307,4202
172325,1021
172325,1021
172334,6382
172334,3491
172334,2891
172422,522
172422,522
172440,637
172440,637
172477,4422
172477,4422
172495,267
172495,267
172556,89
172556,89
172574,219
172574,219
172583,177
172583,177
172608,4489
172608,1483
172608,3006
172617,23206
172617,23206
172635,34342
172635,34342
172644,37361
172644,24051
172644,13310
172671,2210
172671,2210
172699,28227
172699,21415
172699,6812
172705,252
172705,252
172802,66
172802,66
172866,328
172866,328
172918,4012
172918,4012
172927,152
172927,152
172954,3643
172954,3643
172963,12578
172963,12578
172972,67
172972,67
173045,4905
173045,3626
173045,1279
173063,5363
173063,5363
173115,2543
173115,2543
173124,6700
173124,5823
173124,877
173142,673
173142,673
173160,5029
173160,3894
173160,1135
173179,875
173179,875
173203,6062
173203,6062
173258,2043
173258,2043
173300,2885
173300,2842
173300,43
173328,3746
173328,2326
173328,1420
173416,5598
173416,5598
173452,1210
173452,1130
173452,80
173461,8685
173461,8685
173470,75
173470,75
173489,594
173489,594
173559,9219
173559,9219
173629,2055
173629,2026
173629,29
173638,5068
173638,5068
173647,2543
173647,2543
173665,8332
173665,2135
173665,6197
173683,150
173683,9
173683,141
173708,9159
173708,9159
173726,46
173726,46
173735,2224
173735,2224
173744,564
173744,564
173799,9762
173799,9762
173805,1573
173805,1573
173887,2609
173887,2609
173896,920
173896,920
173902,2122
173902,2122
173911,6247
173911,6247
173920,17351
173920,14674
173920,2677
173939,273
173939,273
173957,259
173957,259
173966,384
173966,154
173966,230
173984,3216
173984,2224
173984,992
173993,2291
173993,2291
174020,10013
174020,8951
174020,1062
174066,65213
174066,43829
174066,21384
174075,2663
174075,2663
174118,393
174118,393
174127,784
174127,718
174127,66
174136,14932
174136,14932
174154,494
174154,494
174190,334
174190,334
174206,203
174206,203
174233,12479
174233,11170
174233,1309
174251,1871
174251,1871
174279,2725
174279,2583
174279,142
174321,206
174321,206
174358,8900
174358,8046
174358,854
174376,10690
174376,10690
174385,774
174385,774
174394,1779
174394,1779
174428,15113
174428,15113
174437,1344
174437,1344
174473,5822
174473,5822
174482,135
174482,135
174491,3585
174491,3470
174491,115
174507,1032
174507,197
174507,835
174525,155
174525,155
174534,256
174534,256
174570,1365
174570,1365
174604,438
174604,438
174738,8213
174738,8213
174747,2159
174747,2159
174756,5943
174756,5943
174765,161
174765,161
174783,21939
174783,19188
174783,2751
174792,2133
174792,1964
174792,169
174817,8465
174817,2466
174817,5999
174844,3212
174844,3212
174862,1374
174862,1174
174862,200
174899,4508
174899,3219
174899,1289
174914,12301
174914,6472
174914,5829
174932,199
174932,199
174978,334
174978,334
175005,6014
175005,4317
175005,1697
175014,9678
175014,9678
175041,9625
175041,9625
175078,7949
175078,7247
175078,702
175120,425
175120,425
175139,193
175139,193
175157,879
175157,879
175227,2063
175227,2063
175236,6011
175236,6011
175263,3433
175263,3433
175272,9848
175272,8910
175272,938
175281,1052
175281,1052
175315,14766
175315,14766
175342,3970
175342,3132
175342,838
175421,4461
175421,3388
175421,1073
175430,627
175430,602
175430,25
175494,199
175494,199
175519,3315
175519,3315
175528,1088
175528,1088
175573,5252
175573,5252
175591,105
175591,105
175607,80
175607,80
175616,5039
175616,3680
175616,1359
175643,3567
175643,3567
175652,9906
175652,9906
175698,51
175698,51
175722,54
175722,54
175786,17002
175786,17002
175810,9866
175810,9866
175829,9555
175829,9555
175856,10276
175856,7753
175856,2523
175883,7255
175883,7255
175935,5371
175935,5371
175980,1226
175980,1071
175980,155
176008,4678
176008,4678
176017,18586
176017,15328
176017,3258
176026,2731
176026,867
176026,1864
176035,3166
176035,2860
176035,306
176044,3496
176044,3008
176044,488
176053,5305
176053,3262
176053,2043
176062,129
176062,129
176071,14177
176071,14177
176080,21143
176080,16189
176080,4954
176169,4488
176169,4488
176178,11524
176178,11524
176239,8319
176239,8319
176318,1151
176318,1151
176336,96
176336,96
176354,2901
176354,2901
176372,18711
176372,14833
176372,3878
176390,278
176390,278
176406,1043
176406,1043
176451,153
176451,153
176479,4770
176479,2833
176479,1937
176549,583
176549,583
176600,290
176600,290
176619,530
176619,530
176628,2273
176628,1294
176628,979
176637,1880
176637,1880
176664,658
176664,556
176664,102
176716,226
176716,226
176734,28
176734,28
176770,719
176770,707
176770,12
176789,371
176789,296
176789,75
176798,159
176798,159
176910,422
176910,422
176938,714
176938,714
176947,1180
176947,1180
176965,13864
176965,10887
176965,2977
176983,104
176983,104
176992,35
176992,35
177038,699
177038,143
177038,556
177056,72
177056,72
177065,29446
177065,28173
177065,1273
177083,123
177083,115
177083,8
177092,562
177092,562
177117,314
177117,314
177126,915
177126,915
177135,6403
177135,6403
177144,836
177144,836
177153,7051
177153,7051
177162,3094
177162,2303
177162,791
177214,7698
177214,6976
177214,722
177250,6061
177250,6061
177278,228
177278,228
177287,386
177287,386
177302,2232
177302,2232
177339,2113
177339,1840
177339,273
177418,3551
177418,2259
177418,1292
177427,280
177427,280
177436,38
177436,38
177472,17383
177472,17383
177542,1284
177542,1244
177542,40
177551,2184
177551,2184
177579,550
177579,550
177588,116
177588,116
177603,180
177603,180
177676,7815
177676,7815
177685,68
177685,68
177719,828
177719,693
177719,135
177746,829
177746,829
177807,45
177807,45
177816,115
177816,48
177816,67
177834,4213
177834,4213
177870,13
177870,13
177922,40
177922,40
177931,43
177931,43
177940,4139
177940,3882
177940,257
177968,17351
177968,8787
177968,8564
177977,1303
177977,1303
177986,1267
177986,97
177986,1170
177995,10499
177995,10499
178004,220
178004,220
178022,8523
178022,8523
178059,4223
178059,3394
178059,829
178077,291
178077,291
178110,375
178110,375
178183,520
178183,520
178208,1075
178208,389
178208,686
178217,5792
178217,5792
178226,1655
178226,1655
178244,5610
178244,3770
178244,1840
178262,300
178262,300
178305,1896
178305,1896
178341,6989
178341,6850
178341,139
178350,197
178350,197
178369,1910
178369,1910
178387,7051
178387,6901
178387,150
178396,34729
178396,25706
178396,9023
178402,20043
178402,13343
178402,6700
178411,7615
178411,5514
178411,2101
178420,20933
178420,16195
178420,4738
178448,7303
178448,7303
178466,166
178466,166
178484,535
178484,535
178518,351
178518,351
178527,90
178527,90
178563,80
178563,80
178615,6575
178615,5670
178615,905
178624,8518
178624,6659
178624,1859
178679,683
178679,683
178697,1518
178697,1518
178721,24023
178721,22814
178721,1209
178767,257
178767,257
178785,8097
178785,8097
178828,80
178828,80
178891,2334
178891,2334
178989,559
178989,370
178989,189
179043,3578
179043,2353
179043,1225
179052,217
179052,217
179070,1041
179070,1041
179113,18380
179113,18380
179159,19253
179159,13441
179159,5812
179195,62
179195,62
179201,2021
179201,2021
179229,76
179229,76
179238,61
179238,61
179256,389
179256,389
179265,1249
179265,678
179265,571
179292,11551
179292,11551
179308,13257
179308,13257
179317,321
179317,321
179326,4513
179326,3268
179326,1245
179344,2685
179344,2685
179399,32
179399,32
179450,140
179450,140
179511,398
179511,398
179539,6234
179539,6234
179548,1439
179548,1072
179548,367
179557,13279
179557,11217
179557,2062
179566,23334
179566,18906
179566,4428
179645,4639
179645,4639
179715,2460
179715,2460
179724,34
179724,34
179742,45
179742,45
179812,1108
179812,1108
179867,14336
179867,7502
179867,6834
179894,26191
179894,4664
179894,21527
179919,1280
179919,1280
179946,1104
179946,1104
179955,1162
179955,1162
179964,3796
179964,1386
179964,2410
179991,55
179991,55
180045,1788
180045,1788
180054,773
180054,773
180063,63
180063,63
180081,801
180081,801
180106,1484
180106,1484
180151,1774
180151,1774
180160,666
180160,666
180179,4651
180179,3854
180179,797
180197,4153
180197,4153
180203,496
180203,496
180212,790
180212,790
180249,3430
180249,3430
180258,1082
180258,987
180258,95
180276,1785
180276,1785
180328,960
180328,960
180373,715
180373,715
180391,60
180391,60
180416,3116
180416,2916
180416,200
180461,14702
180461,12052
180461,2650
180489,17742
180489,14975
180489,2767
180522,1613
180522,1499
180522,114
180595,1001
180595,903
180595,98
180647,1663
180647,1663
180692,1839
180692,1839
180771,84
180771,84
180814,16185
180814,11848
180814,4337
180832,1156
180832,857
180832,299
180878,606
180878,565
180878,41
180902,13658
180902,13658
180948,3523
180948,2732
180948,791
180957,281
180957,281
180984,2051
180984,1330
180984,721
181002,8373
181002,4482
181002,3891
181020,1004
181020,1004
181093,621
181093,496
181093,125
181127,1402
181127,1141
181127,261
181136,56
181136,56
181145,22
181145,22
181190,510
181190,510
181215,8252
181215,5548
181215,2704
181242,967
181242,967
181251,29
181251,29
181297,873
181297,775
181297,98
181303,34923
181303,34923
181312,5855
181312,5855
181330,790
181330,762
181330,28
181376,141
181376,141
181394,17622
181394,13581
181394,4041
181400,1593
181400,1593
181419,201
181419,201
181428,3477
181428,999
181428,2478
181446,3726
181446,3388
181446,338
181464,26951
181464,20284
181464,6667
181491,7390
181491,7390
181534,3275
181534,2694
181534,581
181543,52
181543,52
181604,1252
181604,943
181604,309
181640,19569
181640,19569
181738,1051
181738,978
181738,73
181756,982
181756,982
181765,435
181765,435
181783,4452
181783,3088
181783,1364
181792,16
181792,16
181817,7470
181817,7470
181853,452
181853,452
181880,276
181880,276
181941,617
181941,617
182005,62748
182005,62748
182111,1769
182111,1769
182148,1994
182148,1994
182209,557
182209,557
182281,35719
182281,26839
182281,8880
182290,20095
182290,15571
182290,4524
182306,4832
182306,4832
182397,251
182397,251
182430,374
182430,315
182430,59
182458,1268
182458,503
182458,765
182500,19282
182500,19282
182564,7826
182564,7826
182634,1183
182634,1183
182652,127
182652,127
182661,1097
182661,996
182661,101
182670,6615
182670,4613
182670,2002
182704,193
182704,193
182722,206
182722,206
182795,2906
182795,2241
182795,665
182829,544
182829,544
182865,5963
182865,5963
182883,44
182883,44
182892,60
182892,60
182908,414
182908,414
182917,68
182917,68
182953,212
182953,212
182980,2602
182980,1129
182980,1473
182999,75
182999,75
183026,12343
183026,7670
183026,4673
183035,74
183035,74
183044,16449
183044,13366
183044,3083
183062,6912
183062,6651
183062,261
183071,2157
183071,1489
183071,668
183080,7457
183080,4676
183080,2781
183099,5764
183099,5764
183105,1578
183105,1578
183114,1699
183114,1699
183123,2245
183123,2245
183132,4182
183132,4182
183141,3115
183141,3115
183150,2812
183150,2812
183202,41
183202,41
183211,2932
183211,1765
183211,1167
183239,2046
183239,2046
183248,235
183248,235
183257,2632
183257,2237
183257,395
183275,68
183275,68
183345,221
183345,221
183488,1495
183488,1495
183600,43
183600,43
183655,11053
183655,11053
183725,819
183725,819
183743,23625
183743,23625
183789,4977
183789,4977
183804,6455
183804,2896
183804,3559
183822,2511
183822,2511
183859,22830
183859,22830
183877,16705
183877,16705
183910,2508
183910,1673
183910,835
183938,23379
183938,23379
183974,3787
183974,2640
183974,1147
183983,113
183983,113
184047,732
184047,732
184056,1784
184056,1784
184092,843
184092,843
184135,1922
184135,1922
184144,217
184144,217
184153,47
184153,41
184153,6
184180,13901
184180,13901
184205,5828
184205,5828
184269,3153
184269,3074
184269,79
184278,232
184278,232
184320,2661
184320,2661
184348,3046
184348,2014
184348,1032
184357,54
184357,54
184427,460
184427,460
184481,18087
184481,18087
184506,219
184506,219
184603,10771
184603,7108
184603,3663
184612,2434
184612,1990
184612,444
184694,3919
184694,2642
184694,1277
184746,276
184746,276
184773,3518
184773,2227
184773,1291
184782,12870
184782,10961
184782,1909
184791,9863
184791,9863
184816,364
184816,364
184870,778
184870,778
184959,976
184959,976
184968,148
184968,148
184995,12192
184995,12192
185129,11061
185129,7804
185129,3257
185174,73
185174,73
185262,17845
185262,13773
185262,4072
185332,465
185332,465
185396,2883
185396,2883
185466,246
185466,246
185509,13731
185509,13731
185536,18657
185536,18657
185572,7478
185572,5185
185572,2293
185590,21627
185590,16388
185590,5239
185624,120
185624,120
185651,177
185651,177
185679,585
185679,585
185721,747
185721,747
185730,156
185730,156
185758,238
185758,238
185767,364
185767,364
185828,10195
185828,6643
185828,3552
185873,15653
185873,15653
185916,317
185916,317
185970,286
185970,286
186016,480
186016,480
186034,12588
186034,12588
186052,1384
186052,1384
186122,612
186122,612
186131,7802
186131,5297
186131,2505
186186,250
186186,250
186201,7010
186201,6666
186201,344
186274,364
186274,364
186283,7153
186283,5588
186283,1565
186335,156
186335,156
186371,7092
186371,5145
186371,1947
186380,41916
186380,32643
186380,9273
186399,13729
186399,8742
186399,4987
186405,16
186405,16
186423,77
186423,77
186432,3899
186432,2929
186432,970
186469,2037
186469,2037
186584,10942
186584,5710
186584,5232
186593,225
186593,225
186618,2500
186618,1442
186618,1058
186645,11666
186645,11666
186867,7201
186867,2287
186867,4914
186876,8599
186876,7674
186876,925
186900,64
186900,64
187000,152
187000,152
187046,18736
187046,17722
187046,1014
187134,8221
187134,6680
187134,1541
187161,2080
187161,2080
187198,18272
187198,18272
187222,6411
187222,915
187222,5496
187444,13027
187444,10810
187444,2217
187505,1629
187505,1629
187532,41506
187532,41506
187596,862
187596,862
187602,156
187602,156
187620,12673
187620,12673
187639,6309
187639,6309
187648,6410
187648,5076
187648,1334
187666,6468
187666,6468
187745,475
187745,475
187897,4746
187897,2698
187897,2048
187903,5166
187903,5166
187912,456
187912,456
187958,3849
187958,3849
187967,2411
187967,1636
187967,775
187976,1387
187976,1387
187985,31782
187985,22630
187985,9152
187994,5857
187994,5857
188003,3413
188003,3413
188021,2761
188021,2761
188030,21689
188030,16982
188030,4707
188049,3398
188049,3398
188058,3079
188058,3079
188100,11604
188100,11604
188137,7526
188137,7526
188146,268
188146,239
188146,29
188182,775
188182,539
188182,236
188207,152
188207,152
188216,990
188216,990
188225,2085
188225,2085
188261,2016
188261,2016
188304,3949
188304,3314
188304,635
188340,1599
188340,1576
188340,23
188429,11003
188429,5783
188429,5220
188438,5230
188438,5230
188465,789
188465,789
188517,1132
188517,1132
188526,1571
188526,1119
188526,452
188535,798
188535,798
188580,809
188580,809
188641,2532
188641,1954
188641,578
188650,700
188650,700
188669,85
188669,85
188678,210
188678,210
188687,400
188687,400
188696,76
188696,76
188854,1327
188854,1327
188890,3106
188890,3106
188915,72
188915,72
188942,109
188942,109
188988,635
188988,635
189015,1448
189015,1448
189088,2863
189088,2541
189088,322
189097,2472
189097,2472
189219,264
189219,264
189228,6432
189228,6432
189264,70
189264,70
189273,42
189273,36
189273,6
189282,272
189282,272
189404,175
189404,175
189413,1332
189413,1244
189413,88
189422,1264
189422,1264
189459,2682
189459,2682
189468,337
189468,337
189477,372
189477,372
189501,1497
189501,1497
189547,9018
189547,9018
189556,795
189556,795
189565,903
189565,903
189574,1180
189574,1180
189583,1477
189583,1477
189592,552
189592,552
189653,171
189653,171
189705,5610
189705,3347
189705,2263
189714,282
189714,282
189811,236
189811,236
189839,7509
189839,7509
189848,1561
189848,1561
189857,681
189857,606
189857,75
189954,68
189954,68
189981,103
189981,103
190008,94
190008,94
190044,3296
190044,2793
190044,503
190053,2774
190053,2774
190071,332
190071,332
190080,115
190080,115
190099,2929
190099,2915
190099,14
190114,1566
190114,979
190114,587
190150,26341
190150,8173
190150,18168
190169,2682
190169,2682
190239,385
190239,385
190248,900
190248,900
190293,218
190293,218
190309,89
190309,89
190318,654
190318,654
190372,1012
190372,915
190372,97
190415,21157
190415,14198
190415,6959
190424,1221
190424,1221
190442,7672
190442,7672
190451,347
190451,347
190503,4550
190503,4550
190512,21317
190512,16371
190512,4946
190521,29699
190521,29699
190530,14223
190530,14223
190549,21503
190549,16188
190549,5315
190558,17042
190558,15821
190558,1221
190567,19246
190567,14986
190567,4260
190576,7424
190576,1679
190576,5745
190585,8477
190585,8477
190594,28018
190594,19995
190594,8023
190600,18150
190600,15665
190600,2485
190619,25425
190619,25425
190628,22528
190628,22528
190637,16045
190637,12875
190637,3170
190646,9365
190646,9365
190655,19189
190655,19189
190664,25699
190664,19748
190664,5951
190673,20853
190673,20853
190682,422
190682,422
190691,9783
190691,9724
190691,59
190707,26
190707,26
190716,3483
190716,2159
190716,1324
190725,3378
190725,2266
190725,1112
190734,17
190734,9
190734,8
190761,2264
190761,1878
190761,386
190770,6938
190770,3839
190770,3099
190840,13036
190840,13036
190956,133
190956,133
190974,856
190974,856
190983,1936
190983,1521
190983,415
191083,21527
191083,21527
191126,13748
191126,13489
191126,259
191199,9170
191199,9170
191205,1265
191205,1183
191205,82
191241,17011
191241,8913
191241,8098
191287,847
191287,847
191302,3413
191302,3413
191311,221
191311,221
191320,155
191320,155
191339,9173
191339,9173
191384,393
191384,393
191393,1056
191393,1056
191515,2037
191515,2037
191533,1527
191533,1527
191597,657
191597,657
191612,5864
191612,5864
191621,1010
191621,1010
191630,2128
191630,2120
191630,8
191649,13465
191649,8632
191649,4833
191676,1479
191676,1451
191676,28
191719,19078
191719,19078
191728,1669
191728,1669
191764,215
191764,215
191834,1315
191834,1315
191931,5686
191931,4076
191931,1610
191940,97
191940,97
191959,190
191959,190
191968,7387
191968,6746
191968,641
191986,7230
191986,7230
192004,462
192004,462
192022,5072
192022,5072
192040,526
192040,180
192040,346
192110,1013
192110,662
192110,351
192156,1065
192156,1065
192165,112
192165,112
192192,1940
192192,1716
192192,224
192244,27
192244,23
192244,4
192271,1559
192271,1492
192271,67
192323,4258
192323,3194
192323,1064
192439,10077
192439,5729
192439,4348
192448,13346
192448,9350
192448,3996
192475,201
192475,201
192484,270
192484,270
192509,1951
192509,1951
192536,23
192536,23
192554,706
192554,706
192563,645
192563,44
192563,601
192624,114
192624,114
192688,703
192688,703
192703,3568
192703,3121
192703,447
192712,941
192712,399
192712,542
192749,4030
192749,2140
192749,1890
192785,1072
192785,1072
192800,29
192800,29
192819,7218
192819,6061
192819,1157
192828,114
192828,114
192864,2362
192864,2362
192925,3388
192925,1987
192925,1401
192961,135
192961,135
192970,15
192970,15
192998,49
192998,49
193016,12265
193016,7162
193016,5103
193052,275
193052,154
193052,121
193061,42
193061,35
193061,7
193070,81
193070,56
193070,25
193122,163
193122,163
193186,160
193186,160
193201,1241
193201,1241
193247,335
193247,270
193247,65
193265,129
193265,129
193283,9248
193283,9248
193292,6689
193292,5348
193292,1341
193308,7178
193308,6829
193308,349
193317,2859
193317,2537
193317,322
193326,34562
193326,34562
193353,3152
193353,2462
193353,690
193380,163
193380,163
193399,2682
193399,1742
193399,940
193405,1012
193405,1012
193478,33349
193478,33349
193584,3790
193584,2310
193584,1480
193609,150
193609,150
193645,6511
193645,5187
193645,1324
193654,12577
193654,8578
193654,3999
193672,107
193672,107
193751,880
193751,880
193760,1438
193760,1438
193788,650
193788,650
193821,1948
193821,1948
193830,1528
193830,1528
193858,571
193858,571
193894,435
193894,435
193900,49833
193900,25195
193900,24638
193946,8869
193946,8869
193973,4779
193973,3487
193973,1292
193991,57
193991,57
194028,2690
194028,2690
194073,373
194073,373
194091,14241
194091,8857
194091,5384
194116,926
194116,865
194116,61
194161,3889
194161,2535
194161,1354
194189,133
194189,133
194204,110
194204,110
194222,19360
194222,19360
194240,9604
194240,9604
194259,49
194259,49
194310,15056
194310,9364
194310,5692
194392,990
194392,990
194435,229
194435,229
194453,210
194453,210
194499,1432
194499,1432
194541,4946
194541,1796
194541,3150
194569,407
194569,407
194578,5082
194578,3162
194578,1920
194611,1578
194611,1578
194657,284
194657,172
194657,112
194666,285
194666,232
194666,53
194675,59
194675,46
194675,13
194693,35
194693,35
194718,60
194718,58
194718,2
194736,122
194736,122
194763,471
194763,224
194763,247
194824,6955
194824,5635
194824,1320
194879,357
194879,357
194958,2283
194958,1604
194958,679
194967,2624
194967,2624
195003,18952
195003,15896
195003,3056
195030,10606
195030,5925
195030,4681
195049,215
195049,215
195058,10340
195058,10340
195067,1303
195067,1303
195128,3359
195128,1820
195128,1539
195155,148
195155,148
195164,2783
195164,2074
195164,709
195173,2876
195173,2846
195173,30
195191,299
195191,299
195216,2575
195216,2393
195216,182
195234,6168
195234,3247
195234,2921
195243,2425
195243,2141
195243,284
195289,198
195289,198
195304,1828
195304,1453
195304,375
195322,7488
195322,7488
195429,155
195429,155
195438,257
195438,244
195438,13
195474,3504
195474,3465
195474,39
195492,60
195492,60
195526,2918
195526,2852
195526,66
195544,6515
195544,5659
195544,856
195571,158
195571,158
195580,80
195580,80
195623,36
195623,36
195669,44
195669,44
195687,250
195687,250
195702,20
195702,20
195720,4320
195720,3056
195720,1264
195784,268
195784,268
195793,29
195793,29
195809,22821
195809,16282
195809,6539
195845,1052
195845,1052
195924,875
195924,875
195933,1902
195933,1902
195988,2360
195988,2360
196006,3957
196006,3957
196015,4587
196015,4587
196024,3516
196024,3516
196033,3017
196033,3017
196042,9658
196042,9658
196051,4096
196051,4096
196060,20570
196060,14875
196060,5695
196079,16137
196079,12676
196079,3461
196088,31894
196088,21350
196088,10544
196097,29530
196097,19166
196097,10364
196103,2778
196103,2200
196103,578
196112,3592
196112,2736
196112,856
196121,9821
196121,7985
196121,1836
196130,13699
196130,11061
196130,2638
196149,8451
196149,6745
196149,1706
196158,6194
196158,5641
196158,553
196167,6139
196167,5891
196167,248
196176,9517
196176,7560
196176,1957
196185,6728
196185,6490
196185,238
196194,9698
196194,8052
196194,1646
196200,4994
196200,4192
196200,802
196219,5009
196219,4875
196219,134
196228,302
196228,302
196237,5008
196237,4890
196237,118
196246,7374
196246,6602
196246,772
196255,1849
196255,414
196255,1435
196264,19856
196264,18692
196264,1164
196291,1977
196291,1719
196291,258
196307,1492
196307,343
196307,1149
196389,714
196389,671
196389,43
196413,31016
196413,23749
196413,7267
196431,298
196431,298
196440,34
196440,28
196440,6
196468,6476
196468,6476
196477,6762
196477,6762
196565,8531
196565,8531
196583,189
196583,189
196592,19487
196592,9567
196592,9920
196653,1538
196653,1538
196680,39795
196680,38223
196680,1572
196699,4547
196699,4547
196857,3569
196857,3569
196866,2259
196866,2259
196884,251
196884,251
197018,1676
197018,1516
197018,160
197027,1049
197027,1024
197027,25
197036,4686
197036,4686
197045,3950
197045,2949
197045,1001
197081,779
197081,779
197133,2689
197133,2688
197133,1
197142,580
197142,580
197151,4445
197151,3880
197151,565
197197,2429
197197,1944
197197,485
197221,89
197221,89
197230,587
197230,587
197285,1973
197285,1973
197294,21714
197294,21714
197337,132
197337,132
197522,674
197522,674
197531,626
197531,626
197601,83
197601,83
197610,155
197610,135
197610,20
