UNITID,EFYTOTLT
214315,128
214315,128
214379,16314
214379,16314
214476,87
214476,87
214528,1222
214528,1222
214546,116
214546,116
214564,1370
214564,1370
214582,1921
214582,1921
214591,4721
214591,4573
214591,148
214607,1432
214607,1432
214616,855
214616,855
214625,1026
214625,1017
214625,9
214634,1018
214634,1018
214643,888
214643,754
214643,134
214652,1695
214652,1690
214652,5
214670,988
214670,957
214670,31
214689,4462
214689,4415
214689,47
214698,1088
214698,1077
214698,11
214704,3135
214704,2961
214704,174
214713,5003
214713,3203
214713,1800
214731,1833
214731,1832
214731,1
214740,1151
214740,1147
214740,4
214759,1285
214759,1285
214768,1321
214768,1321
214777,49160
214777,41422
214777,7738
214786,855
214786,855
214795,1379
214795,1369
214795,10
214801,4167
214801,4074
214801,93
214810,1117
214810,1113
214810,4
214829,1933
214829,1688
214829,245
214838,376
214838,376
214883,2635
214883,2635
214892,628
214892,628
214944,1122
214944,1122
214962,84
214962,84
214971,345
214971,256
214971,89
215008,87
215008,87
215026,14
215026,14
215044,305
215044,305
215053,319
215053,319
215062,27749
215062,13139
215062,14610
215099,3853
215099,3064
215099,789
215105,2519
215105,2264
215105,255
215114,1547
215114,1101
215114,446
215123,2364
215123,2364
215132,3115
215132,1568
215132,1547
215239,28783
215239,28783
215266,1969
215266,1969
215275,1952
215275,1952
215284,3195
215284,3195
215293,34361
215293,22527
215293,11834
215309,606
215309,606
215336,89
215336,89
215381,754
215381,754
215390,251
215390,251
215415,3258
215415,3258
215424,350
215424,350
215433,848
215433,848
215442,4647
215442,3909
215442,738
215479,64
215479,64
215530,49
215530,49
215585,7706
215585,7706
215594,514
215594,514
215619,61
215619,61
215628,134
215628,134
215637,512
215637,512
215646,1272
215646,1272
215655,5497
215655,4064
215655,1433
215682,506
215682,506
215691,1201
215691,653
215691,548
215743,2809
215743,1805
215743,1004
215770,10401
215770,5750
215770,4651
215798,2164
215798,1863
215798,301
215813,82
215813,82
215886,325
215886,325
215929,6954
215929,4395
215929,2559
215947,2880
215947,2321
215947,559
215965,100
215965,100
215974,550
215974,550
215983,63
215983,63
215992,453
215992,453
216010,9555
216010,7537
216010,2018
216038,10104
216038,8984
216038,1120
216047,281
216047,149
216047,132
216074,101
216074,101
216083,886
216083,886
216162,197
216162,197
216223,48
216223,48
216278,2367
216278,2367
216287,1546
216287,1546
216296,975
216296,975
216311,120
216311,120
216339,41483
216339,30284
216339,11199
216348,19
216348,19
216357,1053
216357,1053
216366,3787
216366,1209
216366,2578
216418,2889
216418,2889
216427,312
216427,312
216436,500
216436,500
216445,435
216445,435
216454,520
216454,520
216463,238
216463,238
216524,1759
216524,1759
216542,1438
216542,1396
216542,42
216551,316
216551,316
216579,129
216579,129
216597,11853
216597,8011
216597,3842
216630,309
216630,309
216649,25
216649,25
216667,1556
216667,1556
216694,3036
216694,1927
216694,1109
216746,152
216746,152
216764,17517
216764,13768
216764,3749
216773,130
216773,130
216782,1538
216782,1538
216807,1583
216807,1476
216807,107
216816,728
216816,728
216825,11396
216825,11396
216852,5527
216852,3610
216852,1917
216931,9921
216931,2449
216931,7472
216986,189
216986,189
217013,1048
217013,1001
217013,47
217040,78
217040,78
217059,6083
217059,5741
217059,342
217077,2981
217077,2981
217086,407
217086,407
217095,348
217095,348
217156,9138
217156,6741
217156,2397
217165,3941
217165,3529
217165,412
217235,12284
217235,10547
217235,1737
217244,308
217244,308
217305,4668
217305,4643
217305,25
217323,866
217323,866
217350,96
217350,96
217402,5800
217402,4726
217402,1074
217420,11155
217420,9035
217420,2120
217475,24627
217475,24627
217484,19486
217484,15475
217484,4011
217493,2643
217493,2209
217493,434
217518,4978
217518,4610
217518,368
217536,2922
217536,2035
217536,887
217545,1591
217545,1591
217572,107
217572,107
217581,269
217581,269
217606,315
217606,315
217615,4550
217615,4550
217624,911
217624,911
217633,2443
217633,2250
217633,193
217688,4554
217688,3561
217688,993
217712,3805
217712,3805
217721,3344
217721,3344
217749,4483
217749,3630
217749,853
217776,3113
217776,1931
217776,1182
217794,216
217794,216
217819,14856
217819,11135
217819,3721
217828,106
217828,106
217837,1586
217837,1586
217864,4113
217864,2760
217864,1353
217873,2109
217873,2011
217873,98
217882,21698
217882,16634
217882,5064
217891,157
217891,157
217907,1267
217907,1267
217925,1488
217925,694
217925,794
217934,1707
217934,1322
217934,385
217961,3434
217961,776
217961,2658
217989,1837
217989,1837
217998,1013
217998,628
217998,385
218025,7447
218025,7447
218043,158
218043,158
218061,4770
218061,4109
218061,661
218070,3368
218070,2889
218070,479
218089,192
218089,163
218089,29
218113,21200
218113,21200
218140,10151
218140,10151
218159,132
218159,132
218195,265
218195,265
218229,3535
218229,3301
218229,234
218238,3922
218238,3922
218265,161
218265,161
218335,2957
218335,330
218335,2627
218353,17440
218353,17440
218399,1115
218399,1115
218414,1127
218414,1127
218441,2514
218441,2330
218441,184
218487,4350
218487,4350
218520,8143
218520,8143
218539,1257
218539,1257
218645,3714
218645,3543
218645,171
218654,2059
218654,2059
218663,31275
218663,21838
218663,9437
218672,2023
218672,2023
218681,1255
218681,1255
218690,1459
218690,1459
218706,644
218706,644
218724,9949
218724,8675
218724,1274
218733,5312
218733,4524
218733,788
218742,6272
218742,5971
218742,301
218751,239
218751,239
218821,862
218821,862
218830,8293
218830,8293
218858,6055
218858,6055
218867,64
218867,64
218885,9213
218885,9213
218894,21617
218894,21617
218919,784
218919,784
218955,1160
218955,1160
218964,7345
218964,5641
218964,1704
218973,1474
218973,1474
218991,8858
218991,8858
219000,1933
219000,1894
219000,39
219037,201
219037,201
219046,5917
219046,4986
219046,931
219055,556
219055,556
219082,4609
219082,4068
219082,541
219091,892
219091,843
219091,49
219125,158
219125,158
219143,1503
219143,1503
219170,19
219170,19
219189,1116
219189,1116
219198,1519
219198,1386
219198,133
219204,3311
219204,2771
219204,540
219213,1024
219213,1024
219240,147
219240,147
219259,3137
219259,2491
219259,646
219277,2752
219277,2433
219277,319
219295,779
219295,779
219338,17
219338,17
219347,2565
219347,2217
219347,348
219356,14629
219356,12670
219356,1959
219374,1629
219374,1430
219374,199
219383,2017
219383,1459
219383,558
219392,26
219392,26
219408,352
219408,352
219426,3134
219426,3134
219453,229
219453,229
219471,12423
219471,8917
219471,3506
219480,1721
219480,1721
219505,119
219505,119
219578,1089
219578,1059
219578,30
219587,103
219587,103
219596,611
219596,611
219602,12161
219602,10949
219602,1212
219639,1174
219639,1174
219709,6135
219709,4869
219709,1266
219718,4140
219718,3230
219718,910
219790,1605
219790,1497
219790,108
219806,2420
219806,2068
219806,352
219824,12625
219824,12625
219833,2411
219833,1619
219833,792
219842,287
219842,287
219879,4824
219879,4824
219888,7439
219888,7439
219903,1276
219903,1276
219921,383
219921,383
219949,1614
219949,1235
219949,379
219976,3932
219976,2720
219976,1212
219994,1305
219994,1305
220002,974
220002,974
220057,4411
220057,4411
220075,16651
220075,13299
220075,3352
220118,437
220118,437
220127,1005
220127,1005
220136,166
220136,166
220163,138
220163,138
220181,677
220181,603
220181,74
220206,333
220206,333
220215,2197
220215,1538
220215,659
220251,654
220251,654
220279,806
220279,806
220312,145
220312,145
220321,1161
220321,1161
220394,360
220394,360
220400,7231
220400,7231
220464,170
220464,170
220473,869
220473,717
220473,152
220491,552
220491,552
220516,2135
220516,1774
220516,361
220552,1590
220552,1367
220552,223
220570,71
220570,71
220589,741
220589,741
220598,2217
220598,2217
220604,1127
220604,1127
220613,4797
220613,4292
220613,505
220631,4497
220631,1783
220631,2714
220640,1041
220640,1041
220701,1133
220701,1133
220710,1133
220710,1133
220756,462
220756,462
220765,347
220765,347
220792,792
220792,792
220808,485
220808,387
220808,98
220853,1268
220853,1268
220862,25416
220862,19399
220862,6017
220871,351
220871,351
220941,893
220941,820
220941,73
220978,30019
220978,25981
220978,4038
220996,286
220996,286
221014,1244
221014,962
221014,282
221050,1340
221050,1340
221096,6805
221096,6805
221102,546
221102,546
221148,4078
221148,4078
221157,386
221157,386
221184,13471
221184,13471
221236,595
221236,595
221254,187
221254,187
221281,640
221281,640
221290,292
221290,292
221333,857
221333,857
221351,1789
221351,1779
221351,10
221388,387
221388,387
221397,8343
221397,8343
221430,476
221430,476
221485,19780
221485,19780
221494,885
221494,885
221519,1774
221519,1569
221519,205
221582,691
221582,691
221591,1131
221591,1131
221607,430
221607,430
221616,652
221616,652
221625,1675
221625,1675
221634,388
221634,388
221643,14989
221643,14989
221661,3079
221661,2735
221661,344
221670,487
221670,487
221731,1226
221731,1226
221740,11935
221740,10031
221740,1904
221759,33086
221759,23334
221759,9752
221768,9601
221768,8845
221768,756
221795,209
221795,209
221829,437
221829,437
221838,10409
221838,7840
221838,2569
221847,12347
221847,9776
221847,2571
221856,1133
221856,835
221856,298
221892,3298
221892,1667
221892,1631
221908,8199
221908,8199
221953,2593
221953,2338
221953,255
221971,4998
221971,3301
221971,1697
221980,104
221980,104
221999,13235
221999,6864
221999,6371
222026,77
222026,77
222053,11994
222053,11994
222062,9077
222062,9077
222099,750
222099,750
222105,188
222105,188
222178,5533
222178,4284
222178,1249
222567,8187
222567,8187
222576,15430
222576,15430
222628,2499
222628,641
222628,1858
222673,324
222673,324
222682,359
222682,359
222691,250
222691,250
222707,343
222707,343
222761,2668
222761,2668
222822,7720
222822,7720
222831,7452
222831,6462
222831,990
222877,190
222877,186
222877,4
222886,360
222886,360
222938,3238
222938,3238
222983,1388
222983,1355
222983,33
222992,70326
222992,70326
223001,219
223001,219
223056,131
223056,131
223083,626
223083,626
223117,155
223117,81
223117,74
223214,1976
223214,159
223214,1817
223223,1431
223223,1431
223232,15845
223232,12977
223232,2868
223320,6487
223320,6487
223427,25070
223427,25070
223463,2409
223463,2409
223472,332
223472,332
223506,5887
223506,5887
223524,23522
223524,23522
223658,462
223658,462
223667,53
223667,53
223773,11069
223773,11069
223816,47749
223816,47749
223852,61
223852,61
223898,6391
223898,6391
223922,1754
223922,1754
224004,2756
224004,1363
224004,1393
224013,99
224013,99
224110,13699
224110,13699
224147,11294
224147,8912
224147,2382
224156,499
224156,499
224183,1473
224183,1473
224226,6921
224226,4523
224226,2398
224244,384
224244,370
224244,14
224271,195
224271,195
224305,2312
224305,2312
224323,3500
224323,1384
224323,2116
224350,16182
224350,16182
224402,9177
224402,7689
224402,1488
224439,3124
224439,3124
224527,1244
224527,1244
224545,2339
224545,1396
224545,943
224554,12593
224554,6581
224554,6012
224572,21934
224572,21934
224615,17610
224615,17610
224642,38806
224642,38806
224660,926
224660,926
224679,1446
224679,1446
224712,127
224712,127
224758,123
224758,123
224776,3073
224776,3073
224828,271
224828,271
224891,1612
224891,1612
224907,169
224907,169
224961,3258
224961,3258
225070,6824
225070,6824
225201,949
225201,949
225247,2682
225247,2138
225247,544
225308,11366
225308,11366
225371,6427
225371,6427
225399,3074
225399,2558
225399,516
225414,9806
225414,5655
225414,4151
225423,89207
225423,89207
225432,15841
225432,15654
225432,187
225502,4987
225502,2494
225502,2493
225511,43154
225511,34223
225511,8931
225520,5759
225520,5759
225548,1379
225548,1355
225548,24
225575,996
225575,938
225575,58
225627,8495
225627,6451
225627,2044
225779,311
225779,311
225788,529
225788,529
225849,1621
225849,1621
225858,1213
225858,1213
225876,485
225876,485
225885,770
225885,770
225991,171
225991,171
226019,8805
226019,8805
226091,18375
226091,10857
226091,7518
226107,3145
226107,3145
226116,3165
226116,3165
226125,201
226125,201
226134,13437
226134,13437
226152,7853
226152,6442
226152,1411
226204,9874
226204,9874
226231,4651
226231,4175
226231,476
226277,3333
226277,3333
226329,1172
226329,1172
226374,83
226374,83
226383,2443
226383,1905
226383,538
226408,5989
226408,5989
226471,3138
226471,2808
226471,330
226578,13463
226578,13463
226587,1846
226587,1846
226675,356
226675,356
226772,132
226772,132
226806,10755
226806,10755
226833,7518
226833,6573
226833,945
226860,81
226860,81
226879,352
226879,352
226903,468
226903,468
226930,14806
226930,14806
227003,2346
227003,2346
227058,103
227058,103
227146,13766
227146,13766
227155,83
227155,83
227182,80015
227182,80015
227191,20225
227191,20225
227216,42090
227216,32140
227216,9950
227225,4153
227225,4153
227243,1086
227243,1042
227243,44
227289,233
227289,233
227298,768
227298,768
227304,7373
227304,7373
227313,609
227313,609
227322,600
227322,600
227331,2895
227331,1691
227331,1204
227368,22641
227368,19614
227368,3027
227377,21368
227377,20087
227377,1281
227386,3127
227386,3127
227401,7798
227401,7798
227429,198
227429,194
227429,4
227526,9872
227526,7259
227526,2613
227687,1699
227687,1699
227748,110
227748,110
227757,5801
227757,3449
227757,2352
227766,33329
227766,33329
227836,1852
227836,1852
227845,6023
227845,4841
227845,1182
227854,13504
227854,13504
227863,4066
227863,1949
227863,2117
227881,19230
227881,15954
227881,3276
227924,34637
227924,34637
227979,39255
227979,39255
228042,1197
228042,1169
228042,28
228088,92
228088,92
228149,4244
228149,2495
228149,1749
228158,13964
228158,13964
228185,71
228185,71
228194,1373
228194,1373
228200,2061
228200,2061
228219,2772
228219,2772
228246,12243
228246,6773
228246,5470
228282,419
228282,419
228291,47
228291,47
228316,7958
228316,7958
228325,2327
228325,1899
228325,428
228343,1376
228343,1376
228431,14813
228431,12487
228431,2326
228459,35013
228459,28838
228459,6175
228468,992
228468,944
228468,48
228486,228
228486,228
228501,3924
228501,2655
228501,1269
228529,13020
228529,10276
228529,2744
228547,70074
228547,70074
228608,8104
228608,8104
228635,2652
228635,113
228635,2539
228644,3720
228644,1215
228644,2505
228653,2752
228653,677
228653,2075
228680,9083
228680,9083
228699,6563
228699,6563
228705,9806
228705,7427
228705,2379
228714,2534
228714,2427
228714,107
228723,51437
228723,40404
228723,11033
228769,38210
228769,28489
228769,9721
228778,54264
228778,40612
228778,13652
228787,18969
228787,11331
228787,7638
228796,24821
228796,19847
228796,4974
228802,7456
228802,5454
228802,2002
228866,438
228866,438
228875,9306
228875,7988
228875,1318
228884,1152
228884,1113
228884,39
228909,1691
228909,1691
228981,1441
228981,1441
229018,4826
229018,3482
229018,1344
229027,33535
229027,28523
229027,5012
229036,1101
229036,1101
229063,10750
229063,8242
229063,2508
229115,32829
229115,25989
229115,6840
229151,224
229151,224
229160,3656
229160,2026
229160,1630
229179,16551
229179,8365
229179,8186
229267,2768
229267,2548
229267,220
229300,5053
229300,691
229300,4362
229319,8612
229319,8612
229328,2322
229328,2322
229337,4298
229337,1056
229337,3242
229355,15164
229355,15164
229416,4029
229416,4029
229425,793
229425,793
229504,7455
229504,7455
229522,118
229522,118
229540,5661
229540,5661
229638,61
229638,61
229780,10158
229780,7779
229780,2379
229799,7444
229799,7444
229814,9190
229814,7193
229814,1997
229832,4794
229832,4794
229841,9940
229841,9940
229887,1392
229887,1392
229957,115
229957,115
230010,1483
230010,1483
230038,39346
230038,35592
230038,3754
230047,3494
230047,3494
230056,1185
230056,1185
230065,416
230065,416
230092,3391
230092,3391
230135,87
230135,87
230144,77
230144,77
230162,8360
230162,8360
230171,12904
230171,12904
230199,88
230199,88
230205,30
230205,30
230214,507
230214,507
230223,83
230223,83
230366,873
230366,873
230384,1403
230384,1403
230418,2178
230418,2178
230472,1031
230472,1031
230490,5145
230490,5145
230597,5499
230597,5499
230603,12789
230603,11222
230603,1567
230621,752
230621,738
230621,14
230630,764
230630,764
230676,1225
230676,1225
230728,17900
230728,15675
230728,2225
230737,36745
230737,36697
230737,48
230746,52459
230746,52459
230764,35507
230764,27817
230764,7690
230782,30884
230782,30079
230782,805
230807,3656
230807,2541
230807,1115
230816,857
230816,684
230816,173
230825,224
230825,224
230834,3050
230834,2281
230834,769
230852,3482
230852,3068
230852,414
230861,10830
230861,10830
230889,982
230889,355
230889,627
230898,911
230898,783
230898,128
230913,2619
230913,2030
230913,589
230931,1854
230931,1625
230931,229
230940,335
230940,335
230959,4484
230959,3660
230959,824
230977,807
230977,807
230995,5280
230995,2368
230995,2912
231004,49
231004,49
231059,3438
231059,2108
231059,1330
231068,727
231068,727
231077,547
231077,289
231077,258
231086,543
231086,543
231095,141
231095,141
231147,748
231147,748
231165,1910
231165,1910
231174,15785
231174,13551
231174,2234
231280,111
231280,111
231411,1566
231411,1566
231420,1059
231420,981
231420,78
231536,6831
231536,6831
231554,894
231554,894
231581,1639
231581,1639
231624,9173
231624,6396
231624,2777
231642,215
231642,215
231651,5842
231651,2432
231651,3410
231688,53
231688,53
231697,8007
231697,8007
231712,5202
231712,4920
231712,282
231721,111
231721,111
231785,1129
231785,1129
231828,1149
231828,1149
231837,1150
231837,1002
231837,148
231873,2247
231873,2247
231882,6951
231882,6951
231970,854
231970,23
231970,831
232016,1704
232016,1704
232025,1085
232025,1023
232025,62
232043,2214
232043,1262
232043,952
232052,1446
232052,1446
232089,1508
232089,1508
232186,39977
232186,23788
232186,16189
232195,9774
232195,9774
232256,1099
232256,1099
232265,6331
232265,5404
232265,927
232308,1277
232308,839
232308,438
232414,19663
232414,19663
232423,21130
232423,18619
232423,2511
232450,13693
232450,13693
232502,1196
232502,1196
232557,64610
232557,39226
232557,25384
232566,5570
232566,4278
232566,1292
232575,8993
232575,8993
232593,29
232593,29
232609,2996
232609,2359
232609,637
232618,316
232618,316
232672,2224
232672,1781
232672,443
232681,6244
232681,4975
232681,1269
232706,4053
232706,2524
232706,1529
232724,117
232724,117
232788,4507
232788,4507
232797,10481
232797,10435
232797,46
232867,8431
232867,8431
232885,493
232885,493
232919,249
232919,249
232937,8077
232937,6958
232937,1119
232946,72563
232946,72563
232982,28783
232982,20678
232982,8105
233019,5047
233019,5047
233037,2515
233037,2515
233082,191
233082,191
233091,915
233091,915
233116,7485
233116,7485
233277,9636
233277,8178
233277,1458
233286,38
233286,38
233295,1285
233295,1285
233301,544
233301,524
233301,20
233310,4590
233310,4590
233329,647
233329,647
233338,2085
233338,2085
233356,336
233356,336
233374,5549
233374,4105
233374,1444
233408,433
233408,433
233426,2103
233426,2103
233480,60
233480,60
233499,674
233499,674
233541,5444
233541,2444
233541,3000
233611,759
233611,759
233639,9381
233639,9381
233648,5631
233648,5631
233657,169
233657,169
233666,41
233666,41
233684,20248
233684,14762
233684,5486
233718,974
233718,888
233718,86
233754,15834
233754,15834
233772,45370
233772,45370
233842,354
233842,354
233897,2321
233897,2321
233903,3818
233903,3818
233912,669
233912,669
233921,33080
233921,24540
233921,8540
233949,13224
233949,13224
234030,36553
234030,25478
234030,11075
234076,31157
234076,18485
234076,12672
234085,1626
234085,1626
234119,186
234119,186
234137,399
234137,289
234137,110
234155,6220
234155,5414
234155,806
234164,1855
234164,1415
234164,440
234173,1512
234173,1512
234191,249
234191,249
234207,2190
234207,1787
234207,403
234216,1425
234216,1425
234225,157
234225,157
234359,442
234359,442
234377,5242
234377,5242
234401,156
234401,156
234492,3189
234492,3189
234650,69
234650,69
234669,26000
234669,26000
234687,92
234687,92
234696,5776
234696,5776
234711,3266
234711,3266
234739,848
234739,848
234784,1721
234784,1721
234827,13825
234827,12951
234827,874
234845,6294
234845,6294
234915,4578
234915,2145
234915,2433
234924,126
234924,126
234933,20176
234933,20176
234951,14802
234951,14802
234979,10255
234979,10255
235024,812
235024,812
235088,465
235088,465
235097,14770
235097,12400
235097,2370
235103,15757
235103,15757
235149,12497
235149,12497
235158,164
235158,164
235167,5738
235167,5346
235167,392
235237,15227
235237,15227
235307,287
235307,287
235316,8775
235316,4927
235316,3848
235334,4174
235334,4174
235343,12550
235343,12550
235352,96
235352,96
235422,1370
235422,939
235422,431
235431,10529
235431,10529
235495,275
235495,275
235501,774
235501,774
235510,1246
235510,1246
235529,900
235529,900
235547,946
235547,203
235547,743
235583,595
235583,595
235671,11180
235671,11180
235699,6928
235699,6928
235750,6421
235750,6421
235769,154
235769,154
235954,57
235954,57
236018,103
236018,103
236027,395
236027,395
236072,11173
236072,11173
236090,83
236090,83
236133,1533
236133,1269
236133,264
236188,12161
236188,12161
236212,937
236212,937
236230,4013
236230,3524
236230,489
236258,6118
236258,6118
236328,3041
236328,2711
236328,330
236382,8204
236382,8204
236452,1903
236452,1480
236452,423
236504,10075
236504,10075
236513,12603
236513,12603
236531,503
236531,503
236577,4448
236577,3232
236577,1216
236595,8836
236595,4743
236595,4093
236610,9730
236610,9730
236638,9042
236638,9042
236656,10083
236656,10083
236692,12107
236692,12107
236708,16188
236708,16188
236744,139
236744,139
236753,11358
236753,11358
236887,8635
236887,8635
236896,2169
236896,1814
236896,355
236939,29761
236939,24742
236939,5019
236948,49806
236948,35604
236948,14202
236975,5404
236975,5404
236993,806
236993,806
237011,16452
237011,14806
237011,1646
237039,6636
237039,6636
237057,1630
237057,1630
237066,3526
237066,2725
237066,801
237109,8960
237109,8960
237118,789
237118,654
237118,135
237127,25
237127,25
237136,340
237136,326
237136,14
237145,20
237145,20
237154,9032
237154,7835
237154,1197
237172,483
237172,483
237181,945
237181,945
237215,2637
237215,2637
237242,221
237242,221
237303,178
237303,178
237312,1555
237312,1118
237312,437
237321,113
237321,113
237330,3450
237330,3138
237330,312
237358,865
237358,865
237367,5424
237367,4971
237367,453
237385,1972
237385,1972
237419,30
237419,30
237437,1671
237437,1671
237473,185
237473,185
237491,30
237491,30
237525,17218
237525,11002
237525,6216
237543,347
237543,347
237552,191
237552,191
237561,126
237561,126
237570,120
237570,120
237598,171
237598,171
237604,1195
237604,1195
237613,122
237613,122
237640,602
237640,561
237640,41
237686,5563
237686,5563
237701,2119
237701,2119
237729,300
237729,300
237783,1604
237783,960
237783,644
237792,4907
237792,4699
237792,208
237817,3290
237817,3290
237844,120
237844,120
237880,781
237880,781
237899,5245
237899,5194
237899,51
237905,57
237905,51
237905,6
237932,2962
237932,2837
237932,125
237950,1435
237950,1435
237969,1468
237969,1393
237969,75
237978,142
237978,142
237987,357
237987,357
237996,280
237996,280
238005,76
238005,76
238014,6046
238014,6046
238032,32849
238032,23210
238032,9639
238078,1458
238078,1127
238078,331
238096,31
238096,31
238166,144
238166,144
238175,186
238175,186
238193,3199
238193,2659
238193,540
238263,23998
238263,23941
238263,57
238315,13
238315,13
238324,383
238324,335
238324,48
238333,1446
238333,1446
238397,4054
238397,4054
238421,164
238421,164
238430,10891
238430,3823
238430,7068
238458,3916
238458,3396
238458,520
238476,3166
238476,3068
238476,98
238616,7397
238616,4232
238616,3165
238661,3501
238661,1984
238661,1517
238722,17206
238722,17206
238759,12880
238759,12880
238786,243
238786,243
238810,132
238810,132
238892,2191
238892,2191
238935,675
238935,377
238935,298
238980,5078
238980,3760
238980,1318
239008,4775
239008,4775
239017,1501
239017,1501
239071,921
239071,813
239071,108
239080,4267
239080,2288
239080,1979
239105,12559
239105,8491
239105,4068
239132,284
239132,284
239169,1263
239169,1263
239220,5147
239220,5147
239248,29186
239248,29186
239309,717
239309,717
239318,2828
239318,2573
239318,255
239372,12009
239372,12009
239390,2449
239390,1686
239390,763
239424,125
239424,125
239442,2191
239442,2191
239460,8253
239460,8253
239488,14406
239488,14406
239503,770
239503,602
239503,168
239512,666
239512,653
239512,13
239628,1085
239628,1085
239637,131
239637,131
239716,2384
239716,2228
239716,156
239743,1356
239743,642
239743,714
239877,84
239877,84
239910,4581
239910,4581
239929,1610
239929,1610
239965,28
239965,28
240055,18679
240055,18679
240107,12594
240107,2428
240107,10166
240116,6766
240116,6766
240125,14408
240125,14408
240170,7917
240170,7917
240189,12948
240189,10797
240189,2151
240198,6788
240198,6788
240213,75
240213,75
240240,112
240240,112
240268,12625
240268,11691
240268,934
240277,7925
240277,7329
240277,596
240329,11608
240329,9709
240329,1899
240338,897
240338,897
240365,15645
240365,13061
240365,2584
240374,6385
240374,6124
240374,261
240392,6218
240392,6043
240392,175
240417,10988
240417,9063
240417,1925
240426,3381
240426,3050
240426,331
240444,46345
240444,33558
240444,12787
240453,35941
240453,29467
240453,6474
240462,8965
240462,7824
240462,1141
240471,7829
240471,6908
240471,921
240480,10760
240480,9802
240480,958
240505,6072
240505,6072
240514,3435
240514,3435
240596,2089
240596,2089
240620,7949
240620,7949
240657,2825
240657,2825
240666,6310
240666,6310
240693,7190
240693,7190
240709,53
240709,53
240718,1976
240718,1976
240727,14546
240727,11179
240727,3367
240736,2900
240736,2900
240745,3193
240745,3193
240754,4333
240754,3939
240754,394
240790,1134
240790,1134
240879,807
240879,807
240985,679
240985,679
241100,2043
241100,1863
241100,180
241128,1717
241128,1610
241128,107
241146,1299
241146,1299
241182,584
241182,584
241191,1193
241191,1117
241191,76
241216,1762
241216,1642
241216,120
241225,2877
241225,2234
241225,643
241304,1973
241304,1839
241304,134
241331,980
241331,232
241331,748
241377,2755
241377,2312
241377,443
241386,1137
241386,877
241386,260
241395,799
241395,559
241395,240
241410,8625
241410,5938
241410,2687
241517,1805
241517,1805
241614,255
241614,255
241720,2079
241720,2079
241739,14919
241739,12107
241739,2812
241766,421
241766,390
241766,31
241793,745
241793,745
241836,1575
241836,1575
241906,578
241906,578
241951,615
241951,615
242042,937
242042,937
242112,3030
242112,3030
242121,1061
242121,1061
242130,530
242130,530
242149,792
242149,792
242316,453
242316,453
242413,545
242413,545
242422,23561
242422,23561
242556,917
242556,917
242565,810
242565,810
242583,808
242583,808
242617,6022
242617,5068
242617,954
242626,4938
242626,4629
242626,309
242635,5344
242635,4953
242635,391
242644,2886
242644,2698
242644,188
242653,11530
242653,7811
242653,3719
242662,6475
242662,6113
242662,362
242680,2489
242680,2410
242680,79
242699,2687
242699,2596
242699,91
242705,5508
242705,5397
242705,111
242723,907
242723,907
242750,203
242750,203
242820,1717
242820,1717
242884,1922
242884,1922
242945,543
242945,543
242954,108
242954,108
242972,3696
242972,3696
242981,2313
242981,2313
243072,4813
243072,4813
243081,672
243081,672
243106,3248
243106,3248
243115,4373
243115,4373
243133,5667
243133,5667
243142,4787
243142,4787
243151,3976
243151,3976
243179,4934
243179,4934
243188,1781
243188,1781
243197,14435
243197,13218
243197,1217
243203,2455
243203,564
243203,1891
243212,3592
243212,3592
243221,20135
243221,16157
243221,3978
243346,15190
243346,13724
243346,1466
243407,27
243407,27
243416,438
243416,438
243443,6890
243443,5528
243443,1362
243498,314
243498,314
243568,507
243568,192
243568,315
243577,6458
243577,5533
243577,925
243586,1727
243586,1544
243586,183
243601,18400
243601,14855
243601,3545
243638,4805
243638,4805
243647,990
243647,990
243665,3383
243665,3133
243665,250
243744,21292
243744,8080
243744,13212
243780,44929
243780,34653
243780,10276
243799,57
243799,57
243823,1184
243823,312
243823,872
243832,1456
243832,1359
243832,97
243841,1029
243841,1029
244011,1690
244011,1690
244154,1321
244154,1321
244190,1463
244190,265
244190,1198
244233,1252
244233,1252
244279,475
244279,475
244437,37397
244437,37397
244446,8216
244446,8216
244491,147
244491,147
244561,1244
244561,1244
244613,289
244613,289
245032,1155
245032,1155
245069,64
245069,64
245281,73
245281,73
245290,245
245290,245
245342,2488
245342,2488
245421,149
245421,149
245430,481
245430,481
245625,2767
245625,2767
245652,573
245652,447
245652,126
245731,33
245731,19
245731,14
245777,16
245777,12
245777,4
245838,1401
245838,256
245838,1145
245847,467
245847,158
245847,309
245865,896
245865,896
245883,1282
245883,360
245883,922
245892,994
245892,234
245892,760
245953,1711
245953,1352
245953,359
245962,964
245962,964
245980,47
245980,47
245999,2635
245999,2635
246008,447
246008,447
246017,1147
246017,1147
246035,1643
246035,1643
246071,102
246071,102
246202,1368
246202,1368
246266,1281
246266,1281
246345,227
246345,227
246354,10313
246354,10313
246406,51
246406,51
246415,136
246415,136
246460,126
246460,126
246594,168
246594,168
246789,127
246789,127
246813,7873
246813,7873
246895,1488
246895,1488
246974,1438
246974,1438
247010,72
247010,72
247047,159
247047,159
247065,1407
247065,1407
247153,625
247153,625
247162,147
247162,8
247162,139
247409,435
247409,435
247603,5511
247603,5511
247649,598
247649,598
247700,1568
247700,1568
247773,81
247773,68
247773,13
247825,75
247825,35
247825,40
247834,38853
247834,38853
247922,7
247922,7
247940,8906
247940,8906
248165,30
