UNITID,F1A13,F1A18,F1B25
189839,29030681,2988758,54860320
190035,1485390513,463478821,508355184
190053,20332217,-4016141,19693230
190169,38447174,-7137862,23129357
190442,33877353,28600077,41524980
190512,379863264,8245494,254450235
190521,195249046,36222033,267896549
190530,93688610,26876730,154431798
190549,363402140,20686526,292877695
190558,224265968,-10842636,183441221
190567,647528120,56609331,396770200
190576,165785904,25785903,220784893
190585,68560953,5965009,97965082
190594,390034203,24146350,355455200
190600,552655343,45086964,254337338
190619,110172707,9847913,171911478
190628,115044548,15039125,205353067
190637,216346760,-11711506,189601547
190646,256396175,4514326,148695248
190655,116663416,-4212112,187632083
190664,395157494,-15736200,312247549
190673,39955875,11538273,152863120
190682,178268293,6773150,44833818
190691,142420911,-5620751,123473197
190840,85629824,-3352509,68453881
191083,74927228,-10983733,129137951
191126,90974170,107871144,187651332
191199,23830293,35173389,51272597
191302,14697738,11241726,25422987
191339,16412032,30592244,45179544
191612,40883541,7116229,40823008
191719,166618214,33144806,120640886
191986,51185262,42022907,41527386
192022,35769097,4515350,43062190
193122,,,1281505
193283,64776812,13638836,85643803
193326,120300316,65539069,161863119
193478,463582461,-256916203,205220798
193946,68887619,-1133611,65398877
194028,4732362,4560411,15879856
194222,136097004,17641092,97021980
194240,135630660,-3368546,69831196
194259,,,234470
195058,88961151,-13770860,66838745
195322,44468218,-1097361,35598432
195827,1822578723,-804161122,201858872
195988,24549861,-3935142,24260367
196006,100402845,15613965,82192690
196015,108405723,10551308,60283408
196024,93125982,17801853,59875881
196033,97465137,14730023,64335872
196042,184079472,-7255909,104245448
196051,110245874,15745408,80642170
196060,679135521,82911954,735821273
196079,710520150,158529676,389325662
196088,1256681215,-61029404,928413436
196097,1875701107,297628501,1911155059
196103,116818202,-6445935,74500676
196112,154601474,-43272037,50874512
196121,273843442,8966202,164549109
196130,316387947,-4642007,236935718
196149,221928006,14917584,148638148
196158,187871110,40906801,126307369
196167,199192703,22703337,119629600
196176,278115245,-8662482,162391248
196185,211272779,15228602,139391241
196194,283949633,28125677,173451013
196200,158183877,-13495204,104415424
196219,180300615,33921373,117906703
196228,63894169,63078062,44145099
196237,185181383,3307895,80244286
196246,184392961,7737028,136466354
196255,1279558276,-319186252,876643030
196264,92287912,-25866685,117258231
196291,108495855,11432731,58710005
196307,926091758,-104420645,775617044
196565,45346088,13425159,43170643
196699,37631769,-12283554,31923310
197027,,,81546697
197036,,,346678898
197294,186590913,22723378,137237579
197814,1427797,42048481,24787544
197850,1423476,22953746,23726659
197869,291802392,381048555,375011027
197887,5799396,72896992,62142534
197966,1060746,17479256,19649293
198011,724198,8944434,15683663
198039,1403570,31892853,23541678
198084,951573,44726879,19470929
198118,6855196,42272831,44844534
198154,10528375,139790663,95853334
198206,1416020,25920957,18432944
198233,4263468,50256600,51041102
198251,3580569,42561113,49979709
198260,23854589,294277351,162554401
198321,2363856,23725439,32559908
198330,1533672,36963634,40374408
198367,2336654,37507733,31500167
198376,3146744,36807777,41893320
198455,4133498,41400258,46074746
198464,266051644,861499252,811996108
198491,1596222,20764822,29507663
198507,43410898,135144389,100506992
198534,5289681,93974319,93572155
198543,12114214,124248719,113526779
198552,6864929,99369195,106198562
198570,3730081,72642907,60209658
198622,6036613,196335062,136233475
198640,915434,16210152,18729186
198668,1405538,38646632,27196032
198710,1674174,36448104,27570198
198729,1110861,10781316,16600567
198774,3947896,56100821,42911826
198817,1919859,35388194,35984142
198905,501584,9834540,9293792
198914,937576,15073654,15969555
198923,1468590,9849021,15603081
198987,1854765,46308380,36675334
199023,539365,8325785,9821690
199087,2142252,19614257,26261746
199102,40270251,371096597,302867211
199111,57816127,182204568,101154650
199120,2937005852,4102958532,2887634646
199139,307345534,806000843,530189015
199148,249773731,640757122,432272611
199157,129840905,227393564,212223498
199175,15041727,138091121,285901384
199184,13218077,110675074,53334717
199193,775341096,1629801833,1318220185
199218,288832224,370983978,286520544
199263,359158,8664749,6640915
199281,41120806,122444577,124375990
199324,1871638,14600104,24376352
199333,7405066,63753785,80232156
199421,1394235,27280228,27787206
199449,1479004,23041839,25551451
199467,495239,8024035,10220809
199476,1616309,26027149,34114367
199485,808535,21150417,22412090
199494,25922797,52579751,63641128
199625,1213445,16267509,16858626
199634,5941293,59709639,46383950
199722,2397796,17598428,24031862
199731,2259317,30772603,27415315
199740,2010922,11797661,26765316
199768,1275318,29401065,31603761
199786,2121067,34361920,40845249
199795,555484,8828155,12635577
199838,2091781,34609492,38457646
199856,12606370,185653017,156387669
199892,1556864,33620851,31515432
199908,1761436,19041478,32265089
199926,3049000,33268389,35829635
199953,768490,14432443,21292772
199999,78128731,120888718,146356140
200004,130601203,342084333,209256748
200022,12050765,34877681,47703923
200059,3132552,47800611,32905206
200086,2294763,4649987,7329367
200192,2796237,6662186,13922395
200208,740619,15642983,11139371
200226,14688697,15906634,22040857
200253,22462890,75839993,53129278
200280,146439630,379182055,413901132
200305,4582890,31660462,40838202
200314,710140,7107264,8952431
200332,184594917,260256417,382994412
200341,10715719,19567890,16979743
200466,1629895,23719780,12428229
200572,9490491,10966037,21217882
200800,529133677,496596844,500288002
200828,,,702782
201034,,,3527921
201098,,,3239236
201131,,,3417548
201159,,,1346153
201283,1210856,19156173,21552854
201441,188777604,459535376,418230240
201478,,,2859704
201496,,,6945191
201539,,,2984323
201672,7383374,46624805,40021414
201690,16606061,82391538,65505523
201803,,,1722193
201885,1447091629,1933469618,1236658239
201928,60949559,65690939,97791453
201946,,,30826340
201955,,,40468353
201973,22089404,40825973,40172191
202134,273752943,346737213,311383653
202152,,,1045348
202222,57182011,287981339,229132241
202356,313035839,309258619,331038864
202648,9405225,19236905,21104233
202657,,,3521953
202949,,,7346303
202985,,,1058307
203030,,,2786763
203155,12918605,48005366,68124842
203331,2277397,14970937,16597824
203447,,,16246130
203456,,,8209760
203465,,,36704332
203474,,,19821273
203483,,,19634513
203492,,,14008456
203517,436088000,680327000,572628555
203526,,,11352003
203599,43259600,41646354,71930406
203614,,,3565053
203678,8372989,40001515,36940699
203748,26219213,144287142,118168782
203881,2246029,10288439,21364310
203942,,,1441980
204006,,,32023232
204015,,,22381197
204024,414522673,861678467,541492773
204158,,,5726879
204255,4521130,24965283,32386807
204422,5003880,21535956,28677867
204440,5238803,25084675,34975773
204459,,,820988
204477,25816447,93200141,62310509
204662,457010,26495179,11585062
204671,1377890,11172328,15430320
204680,1523823,34844977,17335931
204699,1498700,41357586,20703350
204705,2528717,45107061,25952261
204796,3035323442,5091724819,4970895887
204802,,,6804935
204820,,,20183234
204839,,,17286669
204848,,,17348192
204857,279254002,737024823,629482152
204866,,,14709559
204945,42254913,106196602,132759935
204981,,,1508045
205443,26118368,91600359,66200024
205470,34799343,293256843,181385137
205841,33490758,89284369,112655662
205966,7650196,24506192,34682627
206011,2901335,32882100,25429084
206084,451482587,632766287,855196683
206172,,,1473149
206181,,,1650318
206321,,,2548472
206446,3701582,19697512,21831134
206604,119715779,411534146,421127834
206613,,,12548135
206695,136199213,193503218,218119029
206905,,,5029837
206914,36496283,64320782,68175372
206923,16211039,22108009,26209953
206941,96259061,107632669,184366333
206996,9703087,18920715,24462896
207041,31538656,58870219,72450980
207050,14955112,13325619,23009034
207069,21294072,7900760,18063876
207209,36533484,94346332,69872784
207236,10422872,26306536,21017385
207263,71633185,162220514,112527157
207281,18255929,24517724,54780499
207290,15718578,28744342,28940075
207306,11129325,24123200,29002353
207315,37971980,59939524,133222851
207342,306632000,829790000,877835000
207351,14590822,13633961,22291732
207388,672375292,846867538,776528276
207397,12427482,41238767,45095299
207449,52651287,67600167,88295965
207500,1089788000,773258000,826281000
207564,18535393,39589639,41916183
207661,57286404,36131584,46765094
207670,17435088,45505746,59322076
207722,8492965,14667484,17461185
207740,23075009,4671963,18291926
207847,38365764,25569009,56165197
207865,39325579,55627644,71765462
207935,54989400,108733896,147111019
208026,,,2634779
208035,5665079,19222102,18280128
208053,,,8104083
208275,16968237,31921955,33208482
208318,69609955,68170611,64969341
208390,176379758,171219716,148281453
208406,94496049,37170547,74387813
208415,34281148,22904863,20134630
208646,65345323,21395223,55257080
209038,139630981,120564626,170122463
209074,53318509,44319559,77035388
209250,91387000,32062000,123360000
209445,453414831,32615708,24611871
209490,1086149000,1870088000,2044664000
209506,63142843,31364342,59607298
209542,616052073,531067708,791822462
209551,817358522,625100034,777241684
209746,443002405,280338515,399146270
209807,446983695,231283632,457769921
209940,45352606,26537791,64375905
210146,69106360,41898798,85388612
210155,44226517,17992002,34526591
210234,20962213,13441817,37119583
210270,19997567,20795799,35356859
210429,110714349,39687326,96954710
210605,64046648,91234813,145891300
211079,34525214,7366932,33721143
211158,166886221,65116734,166569651
211307,67082898,59620446,91938227
211343,34168370,25089661,39033305
211361,177700789,1821526,142595390
211608,49118122,-5523092,47269855
211644,91856040,14852323,106443596
211927,85196142,73701899,116253163
212115,132644288,36514383,119376147
212160,126017743,13655263,121011285
212878,109859845,120752324,191979551
213020,232036684,22993764,245385114
213349,243045694,105849815,176256975
213525,31751964,43428618,57419454
213613,73079944,46752273,89347659
213659,24475381,61796714,84308208
213783,67844816,12486992,65699234
214041,157158801,72989653,148936097
214111,78942862,88680167,105841138
214379,107253721,66861050,94140856
214661,40303833,40113367,32725506
215239,145292970,85903139,158387965
215585,26799737,43419319,49196206
215886,,,2412131
216010,137416056,72373301,135442214
216038,147937351,60479596,143003994
216296,4923013,2945627,17851155
216764,212106194,141353151,229634897
216825,26112341,26776935,60937062
217420,63246829,77248365,136942911
217475,21019493,62851197,121901778
217484,336631010,382470531,485724142
217615,3310498,30531194,22371102
217712,6158368,25120159,23545647
217819,229283550,243961736,229259283
217837,1144740,12180525,11342368
217864,61776551,115816224,95970906
217882,291552665,969866616,765385215
217989,2068316,8395055,20434120
218025,25997243,41193138,57385890
218061,19934787,75280226,57145217
218113,56600012,85322457,121268035
218140,7197999,79554668,64598392
218229,23202788,55876685,49238977
218335,327937691,582198246,649261706
218353,45467340,116598277,109190380
218487,2117951,27011074,26834685
218520,4450112,40562099,45077698
218645,44991510,50634089,45647230
218654,4070545,42681494,20039128
218663,501625714,987118043,861699015
218672,885434,13785243,12630150
218681,607369,5423533,9238852
218690,715447,10366533,11137079
218706,308214,4033912,4344368
218724,113873742,168294768,158329196
218733,93996413,68227015,128697259
218742,50014004,47627361,72511378
218830,13655405,43723540,54261796
218858,8504905,36679060,34754939
218885,11947461,55727772,62917022
218894,22950797,114507441,128192785
218955,1043448,5867745,7339596
218964,94778300,78401353,107056000
218991,5857966,47414951,43516743
219046,23370648,68492737,70289511
219082,14033620,20080719,36313794
219143,1882043,29894077,21764224
219189,2794113,17357195,16394297
219259,15817513,30969226,41584387
219277,7764541,57856010,38170954
219347,31362318,59436111,74243448
219356,104964747,262838927,281595698
219408,1223020,11539985,4780847
219426,2137416,27570965,30945837
219471,115587176,200145900,194716482
219480,1391890,4730852,15168062
219596,,,3328003
219602,78587987,158178407,141142539
219824,13308062,64749223,99631577
219879,5019320,14287017,29560727
219888,8048894,34057789,37358360
219921,,,2152913
219994,,,7171297
220057,3381986,30964876,31933405
220075,187785372,224593479,325745054
220127,,,4951514
220251,,,3241814
220279,,,3672243
220321,,,4552714
220394,,,3622000
220400,13344549,23212989,39071102
220640,,,4880190
220756,,,2827163
220853,,,10145812
220862,181350948,404064841,443511399
220978,249369618,297431341,393582297
221050,,,7945068
221096,7252193,45711035,32803081
221102,,,4507427
221184,12852734,80783707,61906013
221236,,,2860539
221281,,,3941394
221333,,,4686325
221388,,,2530829
221397,12443911,51220650,53360062
221430,,,3313434
221485,20840048,134895038,109573406
221494,,,10692536
221582,,,4543241
221591,,,4638402
221607,,,3518022
221616,,,6274010
221625,,,6316072
221634,,,2622742
221643,13520544,72388870,75470549
221740,74408306,185618874,168834119
221759,870771089,2260135105,1806734434
221768,90443332,116182644,130828911
221838,73359676,193481479,185653458
221847,64963840,137592900,166397312
221908,7477702,57850232,46000233
222053,13235031,57311357,57515852
222062,12331622,65775509,59328180
222497,694260024,274082255,45820745
222567,23101185,20324608,40420679
222576,72220495,100738237,91650714
222822,30104900,34499208,38150379
222831,119739406,191618855,153338924
222992,438811103,92002807,284382400
223214,47576872,417177918,239443014
223320,12208255,14096832,30770062
223427,77556909,82823728,89614681
223506,72495866,33373956,37079617
223524,69294075,38534889,60938052
223773,56518676,37665181,39070167
223816,34480515,184244512,143052827
223898,18416407,12088700,20919595
223922,7302767,16568221,11323413
224110,13679941,38186862,44673958
224147,42348705,253993647,221101062
224253,63004997,166478861,38628377
224350,143653700,84425605,109015558
224545,6276594,122372435,37750866
224554,50717118,175910756,146364509
224572,75047034,35413218,64489518
224615,83172955,24538968,74883934
224642,128592058,117150407,181793046
224891,4945180,13482506,10296193
224961,5421460,25245508,23162076
225070,60166814,38769167,43699796
225308,6571480,41152798,48447547
225371,9974917,26573145,33520084
225414,70078000,87192298,102669451
225423,727258177,282424690,412160533
225432,88910116,102750681,153036257
225502,57485069,24438909,47522442
225511,767556357,933064555,907048428
225520,28001928,35601284,38414931
226019,11839688,67347213,52591052
226091,71252668,222703741,197788906
226107,5200017,38981691,23455707
226116,6023123,25521163,26538158
226134,122861912,39550085,86423974
226152,16420705,191883523,106380265
226204,45694011,40606034,63453948
226408,11862990,24958287,50020823
226578,120304315,46701603,85864774
226806,57158562,81660892,62817845
226833,120043333,88898440,88500892
226930,61252630,30255210,46491596
227146,49262882,40163998,72060810
227182,705962862,246086800,362725747
227191,73774838,65713106,57065948
227216,582260495,537044019,569500577
227225,30976259,13522043,27838379
227304,98113754,33075410,45975844
227368,79634620,311777954,276798693
227377,164591917,253375812,204151326
227386,11427883,21235995,21720193
227401,23150102,33805994,38643588
227526,61558729,415952174,196784747
227687,2818274,3780205,8338369
227766,91498900,58318596,88952157
227854,,,89567610
227881,105277091,457682954,284142011
227924,,,165525475
227979,375653532,204181920,203541419
228158,10978824,52302758,65431728
228316,18144847,17167478,42076802
228431,294100166,133645333,209615074
228459,205118072,1009779860,571708509
228501,9640417,82721212,61098266
228529,43856689,253199860,221251444
228547,84302928,923886954,381946489
228608,53535865,26078531,45821591
228635,310027545,3699341979,2403465611
228644,160238678,1290614831,800055944
228653,371702098,1576696702,1695537043
228671,983487,14657149,7120777
228680,48497307,42901892,83669576
228699,7138123,25850490,27106137
228705,47354705,170569655,166402893
228714,16807698,107967382,54728460
228723,563348309,2874503673,2339580695
228732,5928302259,-1127639151,557837075
228769,144148622,911144679,555980322
228778,742687712,6806136030,2864185311
228787,131367875,1000412033,496324171
228796,115617688,784262557,427187600
228802,24465439,273078360,102891459
228909,122746906,177423906,231117395
229018,16464113,241548517,84064508
229027,170415083,980954145,582240114
229063,217366585,139954869,210532520
229090,17711952401,19347496764,4827225596
229115,547926517,1040449951,780256264
229179,148833545,355730744,202299016
229300,177890906,1274371043,1036723639
229319,24106405,31197389,56318503
229328,13464555,16164327,27361141
229337,240982530,707610072,706034636
229355,90998801,82858041,86407875
229407,734867731,168549039,45705526
229504,19186997,16911626,23989075
229540,23453139,37186687,49824705
229799,17624874,51739507,43797499
229814,67482165,206804088,154393498
229832,14309118,14699633,20659199
229841,16098177,46378659,44993466
230010,,,8723956
230092,3818559,66558891,33996922
230162,1701785,34882400,19374307
230171,16263184,115315341,82273043
230490,,,40150292
230597,24354946,110378607,41471269
230603,36369716,165743603,125637760
230676,819944,32209991,10089305
230728,218907772,771543069,569980884
230737,48002416,280189525,265873033
230746,36053738,259643507,202055396
230764,1003855000,3401900000,3052719000
230782,65808079,360371854,237522015
230834,,,43833009
230861,,,37470708
230913,,,31471122
230931,,,30118753
231156,208183808,77032605,4117121
231165,,,40378497
231174,658082000,511607000,654735000
231536,13844908,28851879,28962669
231624,257288821,474539805,331482140
231688,,,224626
231697,3874969,17857275,25181583
231712,199916158,235558477,150189873
231873,1531491,9619890,12414858
231882,3901067,26356374,26716933
232052,864412,8807158,8165910
232186,767942949,530732684,672639668
232195,5863428,33331085,37657094
232414,18723914,69305781,74376851
232423,309769317,610351402,445959192
232450,6013989,58844511,46531781
232566,76815020,187928918,125133499
232575,4855156,36168645,34919740
232681,104123336,150467186,109372754
232788,1857374,22317122,24029191
232867,3877429,17309429,28552732
232937,72607200,154512714,162697889
232946,77152202,268822551,290357410
232982,334709222,355952145,395158366
233019,2718607,17375183,20587241
233037,2014738,10120057,12174367
233116,4203837,27817134,26153576
233277,33258104,229839450,176554345
233310,4497787,16531039,25247037
233338,3262829,29085597,19675450
233639,4838293,12251437,34069804
233648,3238210,28973252,26488781
233754,11178557,66454022,62576627
233772,112823967,231107403,209578481
233897,50463193,163092237,72722407
233903,2130079,8773173,18887531
233921,667399376,1176901586,1168783680
233949,6976596,32559199,47098762
234030,594583358,757881606,911306199
234076,1704077039,6103990560,3108935233
234085,26893436,239355809,82045734
234155,82671766,159836044,158416216
234225,,,520180
234359,,,16622800
234377,4297409,17981895,23138696
234669,28998495,190147045,114553536
234696,32785677,42150427,29745847
234711,6337988,37004983,30182157
234827,165938069,354687218,223407855
234845,5457584,61607625,35286356
234933,18639814,118985098,113933283
234951,22957023,65243445,51613796
234979,14733212,89678601,64832247
235097,63682721,309309275,200414210
235103,26570140,101233094,100787787
235149,35693834,119827226,79433466
235167,33775176,193476109,102815963
235237,11510447,91590557,50844899
235334,2582459,48837606,28029285
235343,49551004,93483047,90176212
235431,18516534,67628177,70242749
235671,8686209,35037104,47501675
235699,5131258,71056897,53633291
235750,5960477,62373901,44102662
236072,31466765,19316573,56976342
236188,10422551,113858285,67627394
236258,4318187,77307016,50706493
236382,3517196,49377621,34403532
236504,5121119,59289206,54706821
236513,18308936,78663046,95299475
236610,21065435,49728920,67466540
236638,10169994,79902306,54956948
236656,7544277,121033887,59191265
236692,13631777,112557439,91921324
236708,14201469,94646566,104256302
236753,12445868,82359559,67376569
236887,11016877,59359644,59799951
236939,584104636,1635161236,958083091
236948,2284359506,5728365125,4359887054
236975,7611628,30264530,33586767
237011,113342146,436913425,275415761
237039,5181313,73207661,44008168
237109,5167525,107535899,54255195
237215,8128011,17036390,26714441
237242,,,2015061
237330,15438920,46370949,42719125
237367,78322804,62775957,73435170
237385,46675886,24471825,26785387
237473,,,5356783
237491,,,404761
237525,151123287,339183255,287229115
237561,,,2552069
237686,10814566,17590444,32252334
237729,,,1251039
237792,62551832,80168690,62235301
237817,6439686,25691415,22575416
237844,,,2987935
237880,16449070,93103759,42688651
237899,20218339,17646971,54380579
237932,23373444,34756903,40097090
238014,3555256,36660831,22749569
238032,648954964,765105309,954607770
238263,156834324,94259098,233420310
238397,25158151,22730674,42813569
238722,75222021,58558204,153079706
238759,46516305,44263826,111219971
239008,25178952,15698073,44607282
239220,31939465,14793381,42632812
239248,,,267096313
239372,33880072,47885237,64833659
239442,15661395,19245063,30751192
239460,34029491,53495970,63426736
239488,53485059,72190160,123185792
239910,43406959,15718476,36895005
240055,8271135,51756972,121336933
240116,31106768,47896986,73336349
240125,41088520,79940086,99474687
240170,70528662,32345079,70918987
240189,86811686,192908908,167804877
240198,24930787,27259351,58663693
240268,45629514,177225432,177935996
240277,17555334,131627809,93490635
240329,76762958,228314754,160581398
240365,89491025,199881600,191486371
240374,59945249,102135408,87924717
240417,69586241,166706328,161738790
240426,25541539,90680309,66157557
240435,11048951,148220887,83031537
240444,963296059,2968735259,2566490670
240453,93409901,516613195,528362957
240462,73520528,123584133,110961874
240471,44685610,122455574,105940360
240480,102432633,161357171,170601644
240505,72440057,62464398,64071831
240514,21911908,37420518,32459860
240596,4738006,19182764,20163148
240620,30494489,63110589,60211529
240657,13082224,35658318,32813201
240666,18946840,72958208,46090742
240693,9852940,81868153,35705343
240727,164614296,891158250,517680603
240736,9335207,10937710,28586352
240745,10194928,35158359,40821893
240754,28056350,93381543,97780121
240790,4775012,15663097,23626076
241720,,,12820110
241766,10586182,74507554,12139620
241951,1352733,9835482,5769685
242042,,,4408808
242556,,,3631712
242565,,,3205009
242583,,,3429876
243106,5474334,6108706,38326068
243115,20254226,112275,50366137
243133,53422123,3211392,63592272
243142,25708786,670294,42714669
243151,48826180,1,54455310
243160,230024782,396713442,125476678
243179,36124596,659947,70886816
243188,22981447,1,18954779
243197,152007597,5460031,293032995
243203,230777301,5825611,300240557
243212,18571403,3411819,43533343
243221,238875826,3884012,322638587
243638,4821718,22524111,21750999
243647,2219668,4273439,14018911
243665,58849651,65716709,81758652
243780,1018754276,3176929247,1878477883
243799,,,589424
244437,95360067,86697218,163795649
244446,2776672,31588655,44375199
245625,1989679,15723943,14333242
245999,,,56106697
246017,,,17635924
246071,,,1218000
246354,,,58595728
246813,2428791,41075381,41614026
247083,1882264,-1099130,3083923
247603,3596611,35942146,30740526
247737,239181,10267845,67315290
247834,74374554,392872804,160796168
247940,,,30790575
248606,,,16127866
248624,,,5047343
248633,,,656699
248776,1693605,18300223,14054804
248925,,,8743433
250993,,,3667394
251260,27219908,78186535,39623903
260336,,,253040
260363,,,542978
260372,384530,8884878,7481287
260381,22509059,55102461,136135294
261375,,,53945598
261773,,,448011
262031,46260077,48175026,52943610
262129,37991213,65781720,38533939
363165,,,34828943
363563,66261633,160652396,113551075
363633,1002081,22842691,21785185
364016,,,49791699
364025,,,62343501
364548,,,10027928
364575,,,3216338
364618,,,820392
364627,,,10882970
364636,,,1172329
364946,,,7852984
364964,,,857367
365198,,,8258579
365213,,,13255434
365240,,,1625027
365374,,,24718343
365383,,,1633850
365480,,,14903414
365763,,,508266
366340,995786,14150992,9041379
366395,302648792,-97200060,220238181
366401,233672878,31141745,67953562
366447,793266,11514279,15983426
366465,1030875,17443678,21512223
366623,,,856390
366632,,,707415
366711,112255703,211030451,146548586
367459,36015145,35644547,52830808
367875,,,2069095
367972,,,1519045
368160,,,954766
368364,,,4138245
368407,,,1745574
368647,,,507025
368799,,,4573554
368911,1346142,29385067,27340297
369109,,,1114716
369419,,,18255868
369668,,,4430059
371690,,,7935580
372082,,,9942225
373711,,,696735
374112,,,816114
374592,,,905026
375373,,,2349935
375407,,,1921824
375568,,,388816
375656,,,2712485
375683,,,14201615
375692,,,28497486
375966,,,3352978
376695,3450765,19122949,16984483
377485,,,370192
379621,,,474844
380359,395706,10761036,10312927
380368,7560000,23575000,14807000
380377,2450768,14326757,16065845
381529,,,8489760
382258,,,6342905
382416,,,474997
383084,,,22705690
383190,3445986,24922095,33233900
383312,,,1435276
383330,,,1589182
383367,,,2804638
383525,,,1908800
383996,825294,5471180,6642673
384333,,,49560794
384342,113513633,51258898,48968763
389860,,,3318892
390905,,,3088828
391333,,,1164959
395362,23193639,26269510,19454510
399212,,,61329858
403469,,,9219359
403478,,,10111436
403487,,,11516684
404426,17105978,25538168,24828226
404480,16917576,59017562,47686859
405872,11715538,-3122139,32870932
406325,,,2107454
406361,,,594578
406422,,,1534734
407452,,,1296859
407489,,,904357
407504,,,4286008
407513,,,5593577
407522,,,426884
407577,,,2498830
407595,,,4102963
407832,,,2953710
408394,8648028,13085595,11757185
409120,,,2051048
409315,79954177,257032021,188395390
409379,5514993,18991884,36789936
409537,,,1206138
409591,,,2365055
409698,87762925,280364969,104541708
412535,,,495826
413176,,,327169
413626,1844371,8129582,6884264
413802,231118,1209668,2463897
414911,5407172,9929489,15190058
416801,,,6189056
417105,,,12314618
417123,,,6208418
417178,,,901938
417187,,,449102
417248,,,1147590
417257,,,493061
417275,,,338397
417442,,,1730597
417628,,,1345381
417637,,,1371280
417646,,,267187
417655,,,377762
417673,,,351708
417682,,,424025
417716,,,1620368
417743,,,721941
417831,,,2047952
417868,,,365860
417886,,,1035023
417910,,,4106192
417947,,,321427
417983,,,670997
417992,,,680964
418001,,,1753969
418010,,,515048
418029,,,976654
418038,,,2200848
418056,,,1084310
418065,,,3620945
418083,,,940794
418199,,,1597977
418205,,,3166395
418223,,,1101153
418250,,,4006206
418278,,,1409862
418287,,,11390352
418296,,,11476619
418302,,,11882038
418320,,,11418430
418339,,,19337045
418348,,,11594459
418357,,,3655237
418409,,,1070974
418427,,,1872046
418445,,,734473
418454,,,7791410
418481,,,562326
418506,,,435134
418515,,,1350267
418524,,,892887
418533,,,4925721
418542,,,1829384
418560,,,1697037
418588,,,825934
418603,,,757415
418612,,,465753
418676,,,1414020
419031,,,354859
419095,,,962568
419226,,,6605914
419332,,,81998
419420,,,696576
419484,,,587492
420398,,,69000800
420431,1718595,29227578,27116494
420440,4342197,8604915,8857570
420468,,,4283950
420538,11410449,26695923,16450052
420556,22188729,21773107,12515150
420723,11392559,9421183,4995460
420802,0,1837161,26210689
421540,,,2239131
421559,,,1181612
421717,,,317268
423652,23010040,14043201,8306420
427991,,,3073761
428019,,,3510375
428392,9049487,23576799,21879023
428426,492242960,204800617,23809034
430500,,,39590
430643,,,3345799
430795,,,3346552
430883,,,401342
430908,,,2162016
430971,,,1297550
431017,,,6708544
431105,,,844651
431169,,,3619177
431187,,,1121405
431196,,,1823868
431202,,,321341
431266,,,444280
431275,,,671466
431558,,,5372782
431691,,,493252
431707,,,418998
431716,,,2428813
431770,,,674944
431877,,,806177
432144,29356937,428509528,13738873
433040,,,461132
433068,,,4408673
433138,,,1843864
433174,27313,4081383,7980958
433660,238078232,371231643,192581260
434061,5744919,7760834,18678464
434672,28312115,136971813,217527242
435000,197839259,348604499,582464820
436304,3295489,-1247346,11169704
437103,15361381,32086078,44111127
438665,410816719,182516011,32570022
438708,2131810,9464902,5761646
439145,10133075,76638857,42792115
439154,3353238,15205206,18467460
439190,3847180,117664795,23344541
439622,,,3120296
440217,,,355518
440244,11633340,22410730,33298916
440402,7265003,23181318,18552337
440624,5417540,3787319,17992369
440730,,,4760010
441070,664326,610779,627027
441210,,,1191044
441317,,,691000
441335,,,567777
441353,,,310050
441414,,,724943
441593,,,613629
441672,,,107164
441760,9002110,22693484,34145838
441894,,,1161519
441900,2485000,39727000,26838000
441937,307650415,260125990,151298752
443368,13024575,43429524,10395864
443492,10860753,19926367,27919874
443711,23524768,14462739,65579064
444219,,,42943340
444459,,,109300
444954,5926090,15865275,19690674
445018,3688639,817515,15743697
445188,,,215619084
445674,3292496,3600641,9637798
446206,,,216000
446349,,,204782
446419,,,602256
446774,3692156,12895763,16722450
446978,14958836,1206060,4887702
447582,4854439,14039889,23390489
447689,176810896,54531383,71058797
448248,,,29065836
448336,235123,1215628,2500598
448594,,,30516227
448637,129664160,90890176,12136223
448840,8006023,85908907,58668396
449357,,,1718412
449816,,,3691507
451325,,,454160
451459,,,1102126
451583,,,3798408
451671,2262390,45886918,26041989
451680,2861742,99955590,52848860
452106,,,1028040
455114,5398275,56591455,46680988
455512,48105957,16027585,12051809
457378,,,1594968
457387,,,2933235
457624,,,381416
457873,,,1528914
457907,,,364650
457943,,,1542633
457989,,,670102
459329,,,613565
459408,,,473234
460394,300845170,216986120,274898974
460464,300845170,216986120,274898974
460604,,,1013817
460808,,,316090
461087,,,1327304
461245,,,310634
461306,,,3366734
461315,355852,0,1697440
461634,,,4895624
